Station:  
Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available

YEAR,POLLUTANT,STATION,Month 01,Month 02,Month 03,Month 04,Month 05,Month 06,Month 07,Month 08,Month 09,Month 10,Month 11,Month 12
2016,Nitrogen Dioxide,MONG KOK,80,80,89,82,78,63,71,81,82,67,77,91
2016,Ozone,CAUSEWAY BAY,18,17,21,17,22,9,9,14,16,15,21,19
2016,Ozone,CENTRAL,23,20,28,22,32,12,14,16,23,20,29,30
2016,Ozone,MONG KOK,18,19,21,15,21,9,9,16,22,19,22,26
2016,Respirable Suspended Particulates,CAUSEWAY BAY,47,52,52,48,42,30,34,41,48,40,47,62
2016,Respirable Suspended Particulates,CENTRAL,35,43,40,32,28,17,22,25,30,22,33,51
2016,Respirable Suspended Particulates,MONG KOK,40,45,49,39,34,20,24,30,36,31,38,53
2017,Fine Suspended Particulates ,CAUSEWAY BAY,41,36,38,31,32,19,19,21,32,30,35,42
2017,Fine Suspended Particulates ,CENTRAL,28,28,28,21,19,6,10,12,22,19,23,36
2017,Fine Suspended Particulates ,MONG KOK,36,32,37,28,27,13,16,17,28,26,27,37
2017,Nitrogen Dioxide,CAUSEWAY BAY,93,95,103,100,104,81,75,87,110,99,100,117
2017,Nitrogen Dioxide,CENTRAL,84,86,92,80,89,58,57,64,85,82,84,98
2017,Nitrogen Dioxide,MONG KOK,86,86,90,84,93,59,64,71,92,74,81,89
2017,Ozone,CAUSEWAY BAY,21,25,30,22,22,5,7,6,13,24,18,21
2017,Ozone,CENTRAL,33,34,35,29,33,11,11,13,22,36,30,32
2017,Ozone,MONG KOK,24,26,33,23,26,7,9,11,21,41,31,38
2017,Respirable Suspended Particulates,CAUSEWAY BAY,57,51,58,45,45,29,28,30,45,47,52,64
2017,Respirable Suspended Particulates,CENTRAL,42,41,48,35,30,14,14,18,30,31,35,56
2017,Respirable Suspended Particulates,MONG KOK,48,43,55,39,36,20,23,25,38,38,41,55
