month_id,year,month,mean_temp,mean_tmin,mean_tmax,hot_nights,cold_days,very_hot_days,extremely_hot_days,days_in_2d3n_window,station
2016-07,2016,7,29.7806451612903,27.3548387096774,32.6290322580645,13,0,15,2,19,HKO
2016-08,2016,8,28.3677419354839,26.5064516129032,31.0483870967742,4,0,9,0,0,HKO
2016-09,2016,9,27.94,26.1066666666667,30.4266666666667,2,0,1,0,0,HKO
2016-10,2016,10,26.7548387096774,25,29.1,0,0,0,0,0,HKO
2016-11,2016,11,22.2633333333333,20.34,24.5166666666667,0,0,0,0,0,HKO
2016-12,2016,12,19.6290322580645,17.6516129032258,21.7548387096774,0,1,0,0,0,HKO
2017-01,2017,1,18.558064516129,17.0451612903226,20.5870967741935,0,0,0,0,0,HKO
2017-02,2017,2,16.9678571428571,14.8714285714286,19.9964285714286,0,6,0,0,0,HKO
2017-03,2017,3,19.2677419354839,17.3451612903226,21.7387096774194,0,0,0,0,0,HKO
2017-04,2017,4,23.32,21.2166666666667,26.21,0,0,0,0,0,HKO
2017-05,2017,5,25.9548387096774,24.2387096774194,28.5870967741935,0,0,0,0,0,HKO
2017-06,2017,6,28.83,27.1766666666667,31.2533333333333,13,0,6,0,12,HKO
2017-07,2017,7,28.6967741935484,26.8903225806452,31.4064516129032,6,0,7,0,7,HKO
2017-08,2017,8,29.3483870967742,27.2935483870968,32.0741935483871,14,0,10,1,14,HKO
2017-09,2017,9,29.0433333333333,27.2,31.86,4,0,5,0,0,HKO
2017-10,2017,10,26.2935483870968,24.3548387096774,29.041935483871,4,0,1,0,0,HKO
2017-11,2017,11,22.1866666666667,20.4566666666667,24.3566666666667,0,0,0,0,0,HKO
2017-12,2017,12,17.8548387096774,15.9516129032258,20.1258064516129,0,3,0,0,0,HKO
2018-01,2018,1,16.0612903225806,14.1193548387097,18.4935483870968,0,9,0,0,0,HKO
2018-02,2018,2,16.0428571428571,13.875,18.7392857142857,0,9,0,0,0,HKO
2018-03,2018,3,20.841935483871,18.6387096774194,24.3612903225806,0,1,0,0,0,HKO
2018-04,2018,4,23.6466666666667,21.67,26.9166666666667,0,0,0,0,0,HKO
2018-05,2018,5,28.3290322580645,26.1193548387097,31.7258064516129,6,0,16,3,6,HKO
2018-06,2018,6,28.6233333333333,26.7633333333333,31.32,6,0,4,1,2,HKO
2018-07,2018,7,29.1161290322581,27,31.7774193548387,7,0,8,0,0,HKO
2018-08,2018,8,28.5806451612903,26.6741935483871,31.0290322580645,5,0,5,0,9,HKO
2018-09,2018,9,28.0066666666667,25.9866666666667,30.9966666666667,2,0,3,1,0,HKO
2018-10,2018,10,25.341935483871,23.4258064516129,27.9838709677419,0,0,0,0,0,HKO
2018-11,2018,11,22.8966666666667,21.4366666666667,24.7966666666667,0,0,0,0,0,HKO
2018-12,2018,12,19.2225806451613,17.5903225806452,21.258064516129,0,2,0,0,0,HKO
2019-01,2019,1,18.1354838709677,16.3967741935484,20.3516129032258,0,1,0,0,0,HKO
2019-02,2019,2,20.1214285714286,18.4214285714286,22.6357142857143,0,0,0,0,0,HKO
2019-03,2019,3,21.0322580645161,19.3548387096774,23.3,0,0,0,0,0,HKO
2019-04,2019,4,24.6966666666667,22.9266666666667,27.24,0,0,0,0,0,HKO
2019-05,2019,5,25.3290322580645,23.658064516129,27.2258064516129,3,0,0,0,0,HKO
2019-06,2019,6,29,26.9833333333333,31.5066666666667,11,0,5,0,12,HKO
2019-07,2019,7,29.5064516129032,27.7,32.0516129032258,15,0,8,1,19,HKO
2019-08,2019,8,29.0354838709677,26.9032258064516,31.858064516129,9,0,11,1,11,HKO
2019-09,2019,9,28.7433333333333,26.6266666666667,31.7533333333333,7,0,8,0,11,HKO
2019-10,2019,10,26.5967741935484,24.5967741935484,29.4838709677419,1,0,1,0,0,HKO
2019-11,2019,11,22.9733333333333,20.9733333333333,26.0966666666667,0,0,0,0,0,HKO
2019-12,2019,12,19.0709677419355,17.0032258064516,21.8935483870968,0,0,0,0,0,HKO
2020-01,2020,1,18.5612903225806,16.8387096774194,21.1903225806452,0,5,0,0,0,HKO
2020-02,2020,2,18.4689655172414,16.5586206896552,21.448275862069,0,3,0,0,0,HKO
2020-03,2020,3,21.2967741935484,19.7129032258064,23.7870967741936,0,0,0,0,0,HKO
2020-04,2020,4,22.02,19.9733333333333,25.1366666666667,0,0,0,0,0,HKO
2020-05,2020,5,27.7290322580645,25.9129032258065,30.4387096774194,1,0,1,0,0,HKO
2020-06,2020,6,29.65,27.8,32.2533333333333,18,0,6,1,12,HKO
2020-07,2020,7,30.2354838709677,28.258064516129,33.3064516129032,21,0,20,2,30,HKO
2020-08,2020,8,29.0193548387097,26.8838709677419,32.158064516129,6,0,16,0,10,HKO
2020-09,2020,9,28.4133333333333,26.59,31.1966666666667,4,0,4,0,6,HKO
2020-10,2020,10,25.5935483870968,23.7161290322581,28.5032258064516,0,0,0,0,0,HKO
2020-11,2020,11,23.51,21.6633333333333,26.38,0,0,0,0,0,HKO
2020-12,2020,12,18.1096774193548,15.8870967741935,20.7483870967742,0,3,0,0,0,HKO
2021-01,2021,1,16.2096774193548,13.841935483871,19.3161290322581,0,11,0,0,0,HKO
2021-02,2021,2,19.7535714285714,17.4857142857143,23.4571428571429,0,0,0,0,0,HKO
2021-03,2021,3,21.9935483870968,20.2258064516129,24.8225806451613,0,0,0,0,0,HKO
2021-04,2021,4,24.1366666666667,22.3833333333333,27,0,0,0,0,0,HKO
2021-05,2021,5,28.9870967741935,27.0290322580645,32.1258064516129,14,0,12,1,21,HKO
2021-06,2021,6,28.76,26.8566666666667,31.1833333333333,8,0,4,0,7,HKO
2021-07,2021,7,29.7,27.7032258064516,32.6290322580645,18,0,17,3,26,HKO
2021-08,2021,8,28.758064516129,26.841935483871,31.3870967741935,6,0,5,0,8,HKO
2021-09,2021,9,29.7466666666667,27.83,32.7866666666667,11,0,15,0,13,HKO
2021-10,2021,10,26.0225806451613,24.0612903225806,28.5193548387097,4,0,1,0,0,HKO
2021-11,2021,11,22.4,20.33,25.43,0,0,0,0,0,HKO
2021-12,2021,12,18.8838709677419,16.7967741935484,21.3645161290323,0,2,0,0,0,HKO
2022-01,2022,1,18.0096774193548,16.4741935483871,20.1677419354839,0,0,0,0,0,HKO
2022-02,2022,2,15.2392857142857,13.4285714285714,17.675,0,8,0,0,0,HKO
2022-03,2022,3,21.4935483870968,19.1838709677419,25.041935483871,0,0,0,0,0,HKO
2022-04,2022,4,23.7066666666667,21.5133333333333,27.1433333333333,0,0,0,0,0,HKO
2022-05,2022,5,25.0290322580645,23.2935483870968,27.6935483870968,0,0,0,0,0,HKO
2022-06,2022,6,28.6466666666667,26.8433333333333,31.0133333333333,10,0,6,0,0,HKO
2022-07,2022,7,30.2741935483871,28.3516129032258,33.3193548387097,25,0,21,10,27,HKO
2022-08,2022,8,28.841935483871,26.758064516129,31.9451612903226,8,0,10,2,9,HKO
2022-09,2022,9,29.5533333333333,27.31,32.6566666666667,9,0,13,3,11,HKO
2022-10,2022,10,26.1870967741935,23.8935483870968,29.5064516129032,0,0,2,0,0,HKO
2022-11,2022,11,23.4,21.95,25.3533333333333,0,0,0,0,0,HKO
2022-12,2022,12,16.6129032258065,14.4225806451613,19.0129032258065,0,5,0,0,0,HKO
2023-01,2023,1,17.0258064516129,14.8677419354839,19.4322580645161,0,8,0,0,0,HKO
2023-02,2023,2,18.85,16.7678571428571,22.0285714285714,0,0,0,0,0,HKO
2023-03,2023,3,21.2709677419355,19.4258064516129,24.1903225806452,0,0,0,0,0,HKO
2023-04,2023,4,23.6133333333333,21.74,25.95,0,0,0,0,0,HKO
2023-05,2023,5,26.6258064516129,24.8548387096774,29.2032258064516,5,0,3,0,3,HKO
2023-06,2023,6,29.19,27.0866666666667,31.9166666666667,8,0,7,1,4,HKO
2023-07,2023,7,30.1193548387097,27.9709677419355,33.0387096774194,18,0,19,2,26,HKO
2023-08,2023,8,29.6451612903226,27.7806451612903,32.3516129032258,15,0,10,1,17,HKO
2023-09,2023,9,28.54,26.8533333333333,31.23,7,0,12,0,11,HKO
2023-10,2023,10,26.4548387096774,24.8322580645161,29.0741935483871,3,0,3,0,5,HKO
2023-11,2023,11,23.5066666666667,21.5833333333333,26.1233333333333,0,0,0,0,0,HKO
2023-12,2023,12,19.1548387096774,17.0838709677419,21.6129032258065,0,6,0,0,0,HKO
