"year","sex","age_group","population","source_table","reference_time"
2017,"Male","75-79",97900,"110-01001","Mid-year"
2017,"Male","80-84",76700,"110-01001","Mid-year"
2017,"Male","85+",63800,"110-01001","Mid-year"
2018,"Female","35-39",363500,"110-01001","Mid-year"
2018,"Female","40-44",338200,"110-01001","Mid-year"
2018,"Female","45-49",341000,"110-01001","Mid-year"
2018,"Female","50-54",333800,"110-01001","Mid-year"
2018,"Female","55-59",337700,"110-01001","Mid-year"
2018,"Female","60-64",285300,"110-01001","Mid-year"
2018,"Female","65-69",219500,"110-01001","Mid-year"
2018,"Female","70-74",140600,"110-01001","Mid-year"
2018,"Female","75-79",94900,"110-01001","Mid-year"
2018,"Female","80-84",93700,"110-01001","Mid-year"
2018,"Female","85+",126300,"110-01001","Mid-year"
2018,"Male","35-39",237700,"110-01001","Mid-year"
2018,"Male","40-44",232000,"110-01001","Mid-year"
2018,"Male","45-49",243100,"110-01001","Mid-year"
2018,"Male","50-54",266900,"110-01001","Mid-year"
2018,"Male","55-59",308800,"110-01001","Mid-year"
2018,"Male","60-64",275300,"110-01001","Mid-year"
2018,"Male","65-69",212300,"110-01001","Mid-year"
2018,"Male","70-74",137800,"110-01001","Mid-year"
2018,"Male","75-79",95600,"110-01001","Mid-year"
2018,"Male","80-84",78700,"110-01001","Mid-year"
2018,"Male","85+",68900,"110-01001","Mid-year"
2019,"Female","35-39",369200,"110-01001","Mid-year"
2019,"Female","40-44",340800,"110-01001","Mid-year"
2019,"Female","45-49",346800,"110-01001","Mid-year"
2019,"Female","50-54",331700,"110-01001","Mid-year"
2019,"Female","55-59",347000,"110-01001","Mid-year"
2019,"Female","60-64",298500,"110-01001","Mid-year"
2019,"Female","65-69",230700,"110-01001","Mid-year"
2019,"Female","70-74",157700,"110-01001","Mid-year"
2019,"Female","75-79",93400,"110-01001","Mid-year"
2019,"Female","80-84",92600,"110-01001","Mid-year"
2019,"Female","85+",132200,"110-01001","Mid-year"
2019,"Male","35-39",240300,"110-01001","Mid-year"
2019,"Male","40-44",231900,"110-01001","Mid-year"
2019,"Male","45-49",246100,"110-01001","Mid-year"
2019,"Male","50-54",258100,"110-01001","Mid-year"
2019,"Male","55-59",305300,"110-01001","Mid-year"
2019,"Male","60-64",287000,"110-01001","Mid-year"
2019,"Male","65-69",220200,"110-01001","Mid-year"
2019,"Male","70-74",152700,"110-01001","Mid-year"
2019,"Male","75-79",94900,"110-01001","Mid-year"
2019,"Male","80-84",79300,"110-01001","Mid-year"
2019,"Male","85+",73800,"110-01001","Mid-year"
2020,"Female","35-39",364300,"110-01001","Mid-year"
2020,"Female","40-44",346100,"110-01001","Mid-year"
2020,"Female","45-49",345100,"110-01001","Mid-year"
2020,"Female","50-54",327100,"110-01001","Mid-year"
2020,"Female","55-59",348000,"110-01001","Mid-year"
2020,"Female","60-64",307200,"110-01001","Mid-year"
2020,"Female","65-69",238200,"110-01001","Mid-year"
2020,"Female","70-74",173700,"110-01001","Mid-year"
2020,"Female","75-79",92600,"110-01001","Mid-year"
2020,"Female","80-84",89600,"110-01001","Mid-year"
2020,"Female","85+",138000,"110-01001","Mid-year"
2020,"Male","35-39",240100,"110-01001","Mid-year"
2020,"Male","40-44",233600,"110-01001","Mid-year"
2020,"Male","45-49",246000,"110-01001","Mid-year"
2020,"Male","50-54",248800,"110-01001","Mid-year"
2020,"Male","55-59",297000,"110-01001","Mid-year"
2020,"Male","60-64",297900,"110-01001","Mid-year"
2020,"Male","65-69",227700,"110-01001","Mid-year"
2020,"Male","70-74",168800,"110-01001","Mid-year"
2020,"Male","75-79",92200,"110-01001","Mid-year"
2020,"Male","80-84",80500,"110-01001","Mid-year"
2020,"Male","85+",80100,"110-01001","Mid-year"
2021,"Female","35-39",353200,"110-01001","Mid-year"
2021,"Female","40-44",351600,"110-01001","Mid-year"
2021,"Female","45-49",340800,"110-01001","Mid-year"
2021,"Female","50-54",330200,"110-01001","Mid-year"
2021,"Female","55-59",346000,"110-01001","Mid-year"
2021,"Female","60-64",313600,"110-01001","Mid-year"
2021,"Female","65-69",252700,"110-01001","Mid-year"
2021,"Female","70-74",188800,"110-01001","Mid-year"
2021,"Female","75-79",100500,"110-01001","Mid-year"
2021,"Female","80-84",85500,"110-01001","Mid-year"
2021,"Female","85+",141700,"110-01001","Mid-year"
2021,"Male","35-39",234500,"110-01001","Mid-year"
2021,"Male","40-44",235000,"110-01001","Mid-year"
2021,"Male","45-49",242200,"110-01001","Mid-year"
2021,"Male","50-54",245000,"110-01001","Mid-year"
2021,"Male","55-59",284900,"110-01001","Mid-year"
2021,"Male","60-64",300300,"110-01001","Mid-year"
2021,"Male","65-69",239500,"110-01001","Mid-year"
2021,"Male","70-74",182000,"110-01001","Mid-year"
2021,"Male","75-79",96600,"110-01001","Mid-year"
2021,"Male","80-84",79700,"110-01001","Mid-year"
2021,"Male","85+",84500,"110-01001","Mid-year"
2022,"Female","35-39",333700,"110-01001","Mid-year"
2022,"Female","40-44",350100,"110-01001","Mid-year"
2022,"Female","45-49",331800,"110-01001","Mid-year"
2022,"Female","50-54",333100,"110-01001","Mid-year"
2022,"Female","55-59",335200,"110-01001","Mid-year"
2022,"Female","60-64",324500,"110-01001","Mid-year"
2022,"Female","65-69",269400,"110-01001","Mid-year"
2022,"Female","70-74",202100,"110-01001","Mid-year"
2022,"Female","75-79",114100,"110-01001","Mid-year"
2022,"Female","80-84",82200,"110-01001","Mid-year"
2022,"Female","85+",143500,"110-01001","Mid-year"
2022,"Male","35-39",227300,"110-01001","Mid-year"
2022,"Male","40-44",234600,"110-01001","Mid-year"
2022,"Male","45-49",234800,"110-01001","Mid-year"
2022,"Male","50-54",243700,"110-01001","Mid-year"
2022,"Male","55-59",270700,"110-01001","Mid-year"
2022,"Male","60-64",303600,"110-01001","Mid-year"
2022,"Male","65-69",254100,"110-01001","Mid-year"
2022,"Male","70-74",192900,"110-01001","Mid-year"
2022,"Male","75-79",107000,"110-01001","Mid-year"
2022,"Male","80-84",77100,"110-01001","Mid-year"
2022,"Male","85+",86500,"110-01001","Mid-year"
2023,"Female","35-39",333000,"110-01001","Mid-year"
2023,"Female","40-44",361400,"110-01001","Mid-year"
2023,"Female","45-49",332500,"110-01001","Mid-year"
2023,"Female","50-54",341300,"110-01001","Mid-year"
2023,"Female","55-59",329500,"110-01001","Mid-year"
2023,"Female","60-64",340700,"110-01001","Mid-year"
2023,"Female","65-69",292500,"110-01001","Mid-year"
2023,"Female","70-74",219300,"110-01001","Mid-year"
2023,"Female","75-79",132100,"110-01001","Mid-year"
2023,"Female","80-84",81300,"110-01001","Mid-year"
2023,"Female","85+",146300,"110-01001","Mid-year"
2023,"Male","35-39",231800,"110-01001","Mid-year"
2023,"Male","40-44",238800,"110-01001","Mid-year"
2023,"Male","45-49",234400,"110-01001","Mid-year"
2023,"Male","50-54",246400,"110-01001","Mid-year"
2023,"Male","55-59",262300,"110-01001","Mid-year"
2023,"Male","60-64",305900,"110-01001","Mid-year"
2023,"Male","65-69",276000,"110-01001","Mid-year"
2023,"Male","70-74",205500,"110-01001","Mid-year"
2023,"Male","75-79",122000,"110-01001","Mid-year"
2023,"Male","80-84",77300,"110-01001","Mid-year"
2023,"Male","85+",89600,"110-01001","Mid-year"
2024,"Female","35-39",331100,"110-01001","Mid-year"
2024,"Female","40-44",363100,"110-01001","Mid-year"
2024,"Female","45-49",330900,"110-01001","Mid-year"
2024,"Female","50-54",344000,"110-01001","Mid-year"
2024,"Female","55-59",323000,"110-01001","Mid-year"
2024,"Female","60-64",346400,"110-01001","Mid-year"
2024,"Female","65-69",300900,"110-01001","Mid-year"
2024,"Female","70-74",230300,"110-01001","Mid-year"
2024,"Female","75-79",151600,"110-01001","Mid-year"
2024,"Female","80-84",81700,"110-01001","Mid-year"
2024,"Female","85+",149200,"110-01001","Mid-year"
2024,"Male","35-39",232800,"110-01001","Mid-year"
2024,"Male","40-44",238900,"110-01001","Mid-year"
2024,"Male","45-49",230400,"110-01001","Mid-year"
2024,"Male","50-54",246000,"110-01001","Mid-year"
2024,"Male","55-59",251700,"110-01001","Mid-year"
2024,"Male","60-64",299800,"110-01001","Mid-year"
2024,"Male","65-69",283800,"110-01001","Mid-year"
2024,"Male","70-74",212100,"110-01001","Mid-year"
2024,"Male","75-79",139300,"110-01001","Mid-year"
2024,"Male","80-84",76000,"110-01001","Mid-year"
2024,"Male","85+",94000,"110-01001","Mid-year"
2025,"Female","35-39",326600,"110-01001","Mid-year"
2025,"Female","40-44",364900,"110-01001","Mid-year"
2025,"Female","45-49",339500,"110-01001","Mid-year"
2025,"Female","50-54",341700,"110-01001","Mid-year"
2025,"Female","55-59",322700,"110-01001","Mid-year"
2025,"Female","60-64",344900,"110-01001","Mid-year"
2025,"Female","65-69",308100,"110-01001","Mid-year"
2025,"Female","70-74",239300,"110-01001","Mid-year"
2025,"Female","75-79",168600,"110-01001","Mid-year"
2025,"Female","80-84",82600,"110-01001","Mid-year"
2025,"Female","85+",149700,"110-01001","Mid-year"
2025,"Male","35-39",237000,"110-01001","Mid-year"
2025,"Male","40-44",241800,"110-01001","Mid-year"
2025,"Male","45-49",231600,"110-01001","Mid-year"
2025,"Male","50-54",244200,"110-01001","Mid-year"
2025,"Male","55-59",244600,"110-01001","Mid-year"
2025,"Male","60-64",288100,"110-01001","Mid-year"
2025,"Male","65-69",290100,"110-01001","Mid-year"
2025,"Male","70-74",219000,"110-01001","Mid-year"
2025,"Male","75-79",154700,"110-01001","Mid-year"
2025,"Male","80-84",74000,"110-01001","Mid-year"
2025,"Male","85+",95500,"110-01001","Mid-year"
