SEX,AGE,CCYY,H,obs_value,sd_value
M,60-64,1985,1,104.1000000000,
M,65-69,1985,1,77.7000000000,
M,70-74,1985,1,52.5000000000,
M,75-79,1985,1,25.0000000000,
M,80-84,1985,1,10.7000000000,
M,85_and_over,1985,1,4.6000000000,
,,1985,2,5500.4000000000,
F,,1985,2,2657.9000000000,
M,,1985,2,2842.5000000000,
,,1986,1,5524.6000000000,
,0-4,1986,1,416.5000000000,
,10-14,1986,1,438.2000000000,
,15-19,1986,1,454.7000000000,
,20-24,1986,1,568.5000000000,
,25-29,1986,1,613.4000000000,
,30-34,1986,1,512.0000000000,
,35-39,1986,1,420.7000000000,
,40-44,1986,1,254.7000000000,
,45-49,1986,1,258.8000000000,
,5-9,1986,1,419.0000000000,
,50-54,1986,1,274.5000000000,
,55-59,1986,1,253.9000000000,
,60-64,1986,1,215.7000000000,
,65-69,1986,1,165.6000000000,
,70-74,1986,1,124.4000000000,
,75-79,1986,1,70.4000000000,
,80-84,1986,1,40.1000000000,
,85_and_over,1986,1,23.5000000000,
F,,1986,1,2679.7000000000,
F,0-4,1986,1,200.6000000000,
F,10-14,1986,1,209.0000000000,
F,15-19,1986,1,217.5000000000,
F,20-24,1986,1,278.5000000000,
F,25-29,1986,1,298.0000000000,
F,30-34,1986,1,245.0000000000,
F,35-39,1986,1,196.5000000000,
F,40-44,1986,1,114.1000000000,
F,45-49,1986,1,117.5000000000,
F,5-9,1986,1,201.6000000000,
F,50-54,1986,1,126.9000000000,
F,55-59,1986,1,121.6000000000,
F,60-64,1986,1,107.6000000000,
F,65-69,1986,1,85.9000000000,
F,70-74,1986,1,68.8000000000,
F,75-79,1986,1,43.6000000000,
F,80-84,1986,1,28.4000000000,
F,85_and_over,1986,1,18.6000000000,
M,,1986,1,2844.9000000000,
M,0-4,1986,1,215.9000000000,
M,10-14,1986,1,229.2000000000,
M,15-19,1986,1,237.2000000000,
M,20-24,1986,1,290.0000000000,
M,25-29,1986,1,315.4000000000,
M,30-34,1986,1,267.0000000000,
M,35-39,1986,1,224.2000000000,
M,40-44,1986,1,140.6000000000,
M,45-49,1986,1,141.3000000000,
M,5-9,1986,1,217.4000000000,
M,50-54,1986,1,147.6000000000,
M,55-59,1986,1,132.3000000000,
M,60-64,1986,1,108.1000000000,
M,65-69,1986,1,79.7000000000,
M,70-74,1986,1,55.6000000000,
M,75-79,1986,1,26.8000000000,
M,80-84,1986,1,11.7000000000,
M,85_and_over,1986,1,4.9000000000,
,,1986,2,5565.7000000000,
F,,1986,2,2701.1000000000,
M,,1986,2,2864.6000000000,
,,1987,1,5580.5000000000,
,0-4,1987,1,401.7000000000,
,10-14,1987,1,433.6000000000,
,15-19,1987,1,439.8000000000,
,20-24,1987,1,546.6000000000,
,25-29,1987,1,621.3000000000,
,30-34,1987,1,539.1000000000,
,35-39,1987,1,446.2000000000,
,40-44,1987,1,281.5000000000,
,45-49,1987,1,250.5000000000,
,5-9,1987,1,425.3000000000,
,50-54,1987,1,273.0000000000,
,55-59,1987,1,259.4000000000,
,60-64,1987,1,221.8000000000,
,65-69,1987,1,171.1000000000,
,70-74,1987,1,127.9000000000,
,75-79,1987,1,75.4000000000,
,80-84,1987,1,40.2000000000,
,85_and_over,1987,1,26.1000000000,
F,,1987,1,2709.6000000000,
F,0-4,1987,1,193.4000000000,
F,10-14,1987,1,207.4000000000,
F,15-19,1987,1,210.1000000000,
F,20-24,1987,1,268.3000000000,
F,25-29,1987,1,303.5000000000,
F,30-34,1987,1,259.4000000000,
F,35-39,1987,1,210.1000000000,
F,40-44,1987,1,127.4000000000,
F,45-49,1987,1,113.0000000000,
F,5-9,1987,1,204.6000000000,
F,50-54,1987,1,125.8000000000,
F,55-59,1987,1,123.2000000000,
F,60-64,1987,1,110.3000000000,
F,65-69,1987,1,88.7000000000,
F,70-74,1987,1,70.3000000000,
F,75-79,1987,1,45.7000000000,
F,80-84,1987,1,27.9000000000,
F,85_and_over,1987,1,20.5000000000,
M,,1987,1,2870.9000000000,
M,0-4,1987,1,208.3000000000,
M,10-14,1987,1,226.2000000000,
M,15-19,1987,1,229.7000000000,
M,20-24,1987,1,278.3000000000,
M,25-29,1987,1,317.8000000000,
M,30-34,1987,1,279.7000000000,
M,35-39,1987,1,236.1000000000,
M,40-44,1987,1,154.1000000000,
M,45-49,1987,1,137.5000000000,
M,5-9,1987,1,220.7000000000,
M,50-54,1987,1,147.2000000000,
M,55-59,1987,1,136.2000000000,
M,60-64,1987,1,111.5000000000,
M,65-69,1987,1,82.4000000000,
M,70-74,1987,1,57.6000000000,
M,75-79,1987,1,29.7000000000,
M,80-84,1987,1,12.3000000000,
M,85_and_over,1987,1,5.6000000000,
,,1987,2,5615.3000000000,
F,,1987,2,2731.2000000000,
M,,1987,2,2884.1000000000,
,,1988,1,5627.6000000000,
,0-4,1988,1,387.5000000000,
,10-14,1988,1,426.6000000000,
,15-19,1988,1,433.1000000000,
,20-24,1988,1,517.6000000000,
,25-29,1988,1,623.6000000000,
,30-34,1988,1,564.9000000000,
,35-39,1988,1,464.9000000000,
,40-44,1988,1,317.7000000000,
,45-49,1988,1,242.7000000000,
,5-9,1988,1,431.7000000000,
,50-54,1988,1,270.3000000000,
,55-59,1988,1,263.5000000000,
,60-64,1988,1,227.7000000000,
,65-69,1988,1,177.1000000000,
,70-74,1988,1,130.0000000000,
,75-79,1988,1,80.8000000000,
,80-84,1988,1,39.7000000000,
,85_and_over,1988,1,28.2000000000,
F,,1988,1,2735.6000000000,
F,0-4,1988,1,186.2000000000,
F,10-14,1988,1,204.2000000000,
F,15-19,1988,1,207.2000000000,
F,20-24,1988,1,254.7000000000,
F,25-29,1988,1,307.6000000000,
F,30-34,1988,1,273.7000000000,
F,35-39,1988,1,220.2000000000,
F,40-44,1988,1,145.0000000000,
F,45-49,1988,1,108.6000000000,
F,5-9,1988,1,208.0000000000,
F,50-54,1988,1,124.0000000000,
F,55-59,1988,1,124.6000000000,
F,60-64,1988,1,112.4000000000,
F,65-69,1988,1,91.5000000000,
F,70-74,1988,1,70.8000000000,
F,75-79,1988,1,48.1000000000,
F,80-84,1988,1,26.9000000000,
F,85_and_over,1988,1,21.9000000000,
M,,1988,1,2892.0000000000,
M,0-4,1988,1,201.3000000000,
M,10-14,1988,1,222.4000000000,
M,15-19,1988,1,225.9000000000,
M,20-24,1988,1,262.9000000000,
M,25-29,1988,1,316.0000000000,
M,30-34,1988,1,291.2000000000,
M,35-39,1988,1,244.7000000000,
M,40-44,1988,1,172.7000000000,
M,45-49,1988,1,134.1000000000,
M,5-9,1988,1,223.7000000000,
M,50-54,1988,1,146.3000000000,
M,55-59,1988,1,138.9000000000,
M,60-64,1988,1,115.3000000000,
M,65-69,1988,1,85.6000000000,
M,70-74,1988,1,59.2000000000,
M,75-79,1988,1,32.7000000000,
M,80-84,1988,1,12.8000000000,
M,85_and_over,1988,1,6.3000000000,
,,1988,2,5671.6000000000,
F,,1988,2,2763.5000000000,
M,,1988,2,2908.1000000000,
,,1989,1,5686.2000000000,
,0-4,1989,1,384.0000000000,
,10-14,1989,1,421.7000000000,
,15-19,1989,1,435.8000000000,
,20-24,1989,1,489.4000000000,
,25-29,1989,1,621.0000000000,
,30-34,1989,1,591.3000000000,
,35-39,1989,1,480.7000000000,
,40-44,1989,1,356.4000000000,
,45-49,1989,1,238.1000000000,
,5-9,1989,1,434.8000000000,
,50-54,1989,1,265.8000000000,
,55-59,1989,1,264.9000000000,
,60-64,1989,1,232.3000000000,
,65-69,1989,1,181.9000000000,
,70-74,1989,1,132.4000000000,
,75-79,1989,1,85.6000000000,
,80-84,1989,1,40.2000000000,
,85_and_over,1989,1,29.9000000000,
F,,1989,1,2770.1000000000,
F,0-4,1989,1,184.6000000000,
F,10-14,1989,1,202.2000000000,
F,15-19,1989,1,209.2000000000,
F,20-24,1989,1,241.1000000000,
F,25-29,1989,1,308.9000000000,
F,30-34,1989,1,288.2000000000,
F,35-39,1989,1,229.7000000000,
F,40-44,1989,1,164.5000000000,
F,45-49,1989,1,106.2000000000,
F,5-9,1989,1,209.4000000000,
F,50-54,1989,1,121.5000000000,
F,55-59,1989,1,124.8000000000,
F,60-64,1989,1,114.1000000000,
F,65-69,1989,1,93.9000000000,
F,70-74,1989,1,71.9000000000,
F,75-79,1989,1,50.2000000000,
F,80-84,1989,1,26.7000000000,
F,85_and_over,1989,1,23.0000000000,
M,,1989,1,2916.1000000000,
M,0-4,1989,1,199.4000000000,
M,10-14,1989,1,219.5000000000,
M,15-19,1989,1,226.6000000000,
M,20-24,1989,1,248.3000000000,
M,25-29,1989,1,312.1000000000,
M,30-34,1989,1,303.1000000000,
M,35-39,1989,1,251.0000000000,
M,40-44,1989,1,191.9000000000,
M,45-49,1989,1,131.9000000000,
M,5-9,1989,1,225.4000000000,
M,50-54,1989,1,144.3000000000,
M,55-59,1989,1,140.1000000000,
M,60-64,1989,1,118.2000000000,
M,65-69,1989,1,88.0000000000,
M,70-74,1989,1,60.5000000000,
M,75-79,1989,1,35.4000000000,
M,80-84,1989,1,13.5000000000,
M,85_and_over,1989,1,6.9000000000,
,,1989,2,5726.5000000000,
F,,1989,2,2795.7000000000,
M,,1989,2,2930.8000000000,
,,1990,1,5704.5000000000,
,0-4,1990,1,375.7000000000,
,10-14,1990,1,424.4000000000,
,15-19,1990,1,434.2000000000,
,20-24,1990,1,461.9000000000,
,25-29,1990,1,607.3000000000,
,30-34,1990,1,608.2000000000,
,35-39,1990,1,494.7000000000,
,40-44,1990,1,390.4000000000,
,45-49,1990,1,239.7000000000,
,5-9,1990,1,426.2000000000,
,50-54,1990,1,259.4000000000,
,55-59,1990,1,263.2000000000,
,60-64,1990,1,236.4000000000,
,65-69,1990,1,185.5000000000,
,70-74,1990,1,135.5000000000,
,75-79,1990,1,89.6000000000,
,80-84,1990,1,41.8000000000,
,85_and_over,1990,1,30.4000000000,
F,,1990,1,2782.4000000000,
F,0-4,1990,1,180.8000000000,
F,10-14,1990,1,203.3000000000,
F,15-19,1990,1,208.0000000000,
F,20-24,1990,1,226.9000000000,
F,25-29,1990,1,305.1000000000,
F,30-34,1990,1,298.0000000000,
F,35-39,1990,1,238.7000000000,
F,40-44,1990,1,181.9000000000,
F,45-49,1990,1,107.1000000000,
F,5-9,1990,1,204.9000000000,
F,50-54,1990,1,117.9000000000,
F,55-59,1990,1,123.5000000000,
F,60-64,1990,1,115.2000000000,
F,65-69,1990,1,95.5000000000,
F,70-74,1990,1,73.3000000000,
F,75-79,1990,1,52.0000000000,
F,80-84,1990,1,27.2000000000,
F,85_and_over,1990,1,23.1000000000,
M,,1990,1,2922.1000000000,
M,0-4,1990,1,194.9000000000,
M,10-14,1990,1,221.1000000000,
M,15-19,1990,1,226.2000000000,
M,20-24,1990,1,235.0000000000,
M,25-29,1990,1,302.2000000000,
M,30-34,1990,1,310.2000000000,
M,35-39,1990,1,256.0000000000,
M,40-44,1990,1,208.5000000000,
M,45-49,1990,1,132.6000000000,
M,5-9,1990,1,221.3000000000,
M,50-54,1990,1,141.5000000000,
M,55-59,1990,1,139.7000000000,
M,60-64,1990,1,121.2000000000,
M,65-69,1990,1,90.0000000000,
M,70-74,1990,1,62.2000000000,
M,75-79,1990,1,37.6000000000,
M,80-84,1990,1,14.6000000000,
M,85_and_over,1990,1,7.3000000000,
,,1990,2,5752.0000000000,
F,,1990,2,2813.9000000000,
M,,1990,2,2938.1000000000,
,,1991,1,5752.0000000000,
,0-4,1991,1,369.2000000000,
,10-14,1991,1,419.6000000000,
,15-19,1991,1,417.6000000000,
,20-24,1991,1,455.0000000000,
,25-29,1991,1,597.7000000000,
,30-34,1991,1,626.4000000000,
,35-39,1991,1,516.1000000000,
,40-44,1991,1,421.1000000000,
,45-49,1991,1,255.0000000000,
,5-9,1991,1,409.9000000000,
,50-54,1991,1,255.2000000000,
,55-59,1991,1,263.7000000000,
,60-64,1991,1,243.1000000000,
,65-69,1991,1,192.5000000000,
,70-74,1991,1,140.0000000000,
,75-79,1991,1,93.4000000000,
,80-84,1991,1,46.8000000000,
,85_and_over,1991,1,29.7000000000,
F,,1991,1,2813.8000000000,
F,0-4,1991,1,177.5000000000,
F,10-14,1991,1,201.2000000000,
F,15-19,1991,1,200.0000000000,
F,20-24,1991,1,227.4000000000,
F,25-29,1991,1,303.6000000000,
F,30-34,1991,1,308.8000000000,
F,35-39,1991,1,250.2000000000,
F,40-44,1991,1,197.0000000000,
F,45-49,1991,1,114.3000000000,
F,5-9,1991,1,196.9000000000,
F,50-54,1991,1,115.0000000000,
F,55-59,1991,1,123.3000000000,
F,60-64,1991,1,118.0000000000,
F,65-69,1991,1,98.9000000000,
F,70-74,1991,1,75.5000000000,
F,75-79,1991,1,53.7000000000,
F,80-84,1991,1,30.3000000000,
F,85_and_over,1991,1,22.2000000000,
M,,1991,1,2938.2000000000,
M,0-4,1991,1,191.7000000000,
M,10-14,1991,1,218.4000000000,
M,15-19,1991,1,217.6000000000,
M,20-24,1991,1,227.6000000000,
M,25-29,1991,1,294.1000000000,
M,30-34,1991,1,317.6000000000,
M,35-39,1991,1,265.9000000000,
M,40-44,1991,1,224.1000000000,
M,45-49,1991,1,140.7000000000,
M,5-9,1991,1,213.0000000000,
M,50-54,1991,1,140.2000000000,
M,55-59,1991,1,140.4000000000,
M,60-64,1991,1,125.1000000000,
M,65-69,1991,1,93.6000000000,
M,70-74,1991,1,64.5000000000,
M,75-79,1991,1,39.7000000000,
M,80-84,1991,1,16.5000000000,
M,85_and_over,1991,1,7.5000000000,
,,1991,2,5815.3000000000,
F,,1991,2,2852.7000000000,
M,,1991,2,2962.6000000000,
,,1992,1,5800.5000000000,
,0-4,1992,1,370.1000000000,
,10-14,1992,1,422.0000000000,
,15-19,1992,1,408.5000000000,
,20-24,1992,1,441.0000000000,
,25-29,1992,1,578.1000000000,
,30-34,1992,1,636.4000000000,
,35-39,1992,1,542.3000000000,
,40-44,1992,1,443.9000000000,
,45-49,1992,1,280.6000000000,
,5-9,1992,1,399.6000000000,
,50-54,1992,1,246.3000000000,
,55-59,1992,1,262.7000000000,
,60-64,1992,1,246.7000000000,
,65-69,1992,1,199.6000000000,
,70-74,1992,1,145.0000000000,
,75-79,1992,1,97.2000000000,
,80-84,1992,1,48.4000000000,
,85_and_over,1992,1,32.1000000000,
F,,1992,1,2853.5000000000,
F,0-4,1992,1,178.6000000000,
F,10-14,1992,1,204.1000000000,
F,15-19,1992,1,195.8000000000,
F,20-24,1992,1,220.5000000000,
F,25-29,1992,1,296.1000000000,
F,30-34,1992,1,317.5000000000,
F,35-39,1992,1,265.5000000000,
F,40-44,1992,1,209.8000000000,
F,45-49,1992,1,127.0000000000,
F,5-9,1992,1,193.4000000000,
F,50-54,1992,1,110.9000000000,
F,55-59,1992,1,122.6000000000,
F,60-64,1992,1,120.1000000000,
F,65-69,1992,1,102.5000000000,
F,70-74,1992,1,78.3000000000,
F,75-79,1992,1,56.0000000000,
F,80-84,1992,1,31.0000000000,
F,85_and_over,1992,1,23.8000000000,
M,,1992,1,2947.0000000000,
M,0-4,1992,1,191.5000000000,
M,10-14,1992,1,217.9000000000,
M,15-19,1992,1,212.7000000000,
M,20-24,1992,1,220.5000000000,
M,25-29,1992,1,282.0000000000,
M,30-34,1992,1,318.9000000000,
M,35-39,1992,1,276.8000000000,
M,40-44,1992,1,234.1000000000,
M,45-49,1992,1,153.6000000000,
M,5-9,1992,1,206.2000000000,
M,50-54,1992,1,135.4000000000,
M,55-59,1992,1,140.1000000000,
M,60-64,1992,1,126.6000000000,
M,65-69,1992,1,97.1000000000,
M,70-74,1992,1,66.7000000000,
M,75-79,1992,1,41.2000000000,
M,80-84,1992,1,17.4000000000,
M,85_and_over,1992,1,8.3000000000,
,,1992,2,5887.6000000000,
F,,1992,2,2904.4000000000,
M,,1992,2,2983.2000000000,
,,1993,1,5901.0000000000,
,0-4,1993,1,372.3000000000,
,10-14,1993,1,425.6000000000,
,15-19,1993,1,406.0000000000,
,20-24,1993,1,440.6000000000,
,25-29,1993,1,562.8000000000,
,30-34,1993,1,647.1000000000,
,35-39,1993,1,576.1000000000,
,40-44,1993,1,465.7000000000,
,45-49,1993,1,317.3000000000,
,5-9,1993,1,390.7000000000,
,50-54,1993,1,239.5000000000,
,55-59,1993,1,262.1000000000,
,60-64,1993,1,249.2000000000,
,65-69,1993,1,207.3000000000,
,70-74,1993,1,150.4000000000,
,75-79,1993,1,101.6000000000,
,80-84,1993,1,52.0000000000,
,85_and_over,1993,1,34.7000000000,
F,,1993,1,2918.7000000000,
F,0-4,1993,1,179.6000000000,
F,10-14,1993,1,207.2000000000,
F,15-19,1993,1,196.3000000000,
F,20-24,1993,1,220.7000000000,
F,25-29,1993,1,292.2000000000,
F,30-34,1993,1,327.2000000000,
F,35-39,1993,1,284.4000000000,
F,40-44,1993,1,222.2000000000,
F,45-49,1993,1,144.6000000000,
F,5-9,1993,1,190.1000000000,
F,50-54,1993,1,107.3000000000,
F,55-59,1993,1,121.5000000000,
F,60-64,1993,1,121.2000000000,
F,65-69,1993,1,106.1000000000,
F,70-74,1993,1,81.6000000000,
F,75-79,1993,1,58.4000000000,
F,80-84,1993,1,32.8000000000,
F,85_and_over,1993,1,25.3000000000,
M,,1993,1,2982.3000000000,
M,0-4,1993,1,192.7000000000,
M,10-14,1993,1,218.4000000000,
M,15-19,1993,1,209.7000000000,
M,20-24,1993,1,219.9000000000,
M,25-29,1993,1,270.6000000000,
M,30-34,1993,1,319.9000000000,
M,35-39,1993,1,291.7000000000,
M,40-44,1993,1,243.5000000000,
M,45-49,1993,1,172.7000000000,
M,5-9,1993,1,200.6000000000,
M,50-54,1993,1,132.2000000000,
M,55-59,1993,1,140.6000000000,
M,60-64,1993,1,128.0000000000,
M,65-69,1993,1,101.2000000000,
M,70-74,1993,1,68.8000000000,
M,75-79,1993,1,43.2000000000,
M,80-84,1993,1,19.2000000000,
M,85_and_over,1993,1,9.4000000000,
,,1993,2,5998.0000000000,
F,,1993,2,2972.0000000000,
M,,1993,2,3026.0000000000,
,,1994,1,6035.4000000000,
,0-4,1994,1,372.2000000000,
,10-14,1994,1,430.1000000000,
,15-19,1994,1,414.7000000000,
,20-24,1994,1,446.1000000000,
,25-29,1994,1,550.6000000000,
,30-34,1994,1,654.7000000000,
,35-39,1994,1,609.7000000000,
,40-44,1994,1,487.1000000000,
,45-49,1994,1,359.5000000000,
,5-9,1994,1,387.7000000000,
,50-54,1994,1,236.4000000000,
,55-59,1994,1,259.9000000000,
,60-64,1994,1,252.7000000000,
,65-69,1994,1,215.1000000000,
,70-74,1994,1,157.5000000000,
,75-79,1994,1,106.2000000000,
,80-84,1994,1,58.0000000000,
,85_and_over,1994,1,37.2000000000,
F,,1994,1,2995.9000000000,
F,0-4,1994,1,178.4000000000,
F,10-14,1994,1,209.0000000000,
F,15-19,1994,1,199.3000000000,
F,20-24,1994,1,223.3000000000,
F,25-29,1994,1,289.9000000000,
F,30-34,1994,1,336.6000000000,
F,35-39,1994,1,303.0000000000,
F,40-44,1994,1,236.0000000000,
F,45-49,1994,1,165.7000000000,
F,5-9,1994,1,188.3000000000,
F,50-54,1994,1,105.4000000000,
F,55-59,1994,1,120.2000000000,
F,60-64,1994,1,122.2000000000,
F,65-69,1994,1,109.5000000000,
F,70-74,1994,1,85.4000000000,
F,75-79,1994,1,60.7000000000,
F,80-84,1994,1,36.1000000000,
F,85_and_over,1994,1,26.9000000000,
M,,1994,1,3039.5000000000,
M,0-4,1994,1,193.8000000000,
M,10-14,1994,1,221.1000000000,
M,15-19,1994,1,215.4000000000,
M,20-24,1994,1,222.8000000000,
M,25-29,1994,1,260.7000000000,
M,30-34,1994,1,318.1000000000,
M,35-39,1994,1,306.7000000000,
M,40-44,1994,1,251.1000000000,
M,45-49,1994,1,193.8000000000,
M,5-9,1994,1,199.4000000000,
M,50-54,1994,1,131.0000000000,
M,55-59,1994,1,139.7000000000,
M,60-64,1994,1,130.5000000000,
M,65-69,1994,1,105.6000000000,
M,70-74,1994,1,72.1000000000,
M,75-79,1994,1,45.5000000000,
M,80-84,1994,1,21.9000000000,
M,85_and_over,1994,1,10.3000000000,
,,1994,2,6119.3000000000,
F,,1994,2,3045.5000000000,
M,,1994,2,3073.8000000000,
,,1995,1,6156.1000000000,
,0-4,1995,1,377.6000000000,
,10-14,1995,1,432.5000000000,
,15-19,1995,1,421.2000000000,
,20-24,1995,1,450.6000000000,
,25-29,1995,1,538.8000000000,
,30-34,1995,1,654.6000000000,
,35-39,1995,1,636.8000000000,
,40-44,1995,1,506.5000000000,
,45-49,1995,1,398.9000000000,
,5-9,1995,1,385.0000000000,
,50-54,1995,1,240.8000000000,
,55-59,1995,1,256.2000000000,
,60-64,1995,1,254.8000000000,
,65-69,1995,1,221.7000000000,
,70-74,1995,1,165.1000000000,
,75-79,1995,1,111.3000000000,
,80-84,1995,1,63.4000000000,
,85_and_over,1995,1,40.3000000000,
F,,1995,1,3071.8000000000,
F,0-4,1995,1,181.1000000000,
F,10-14,1995,1,210.0000000000,
F,15-19,1995,1,202.7000000000,
F,20-24,1995,1,226.1000000000,
F,25-29,1995,1,287.5000000000,
F,30-34,1995,1,342.4000000000,
F,35-39,1995,1,319.4000000000,
F,40-44,1995,1,248.2000000000,
F,45-49,1995,1,186.4000000000,
F,5-9,1995,1,186.9000000000,
F,50-54,1995,1,107.5000000000,
F,55-59,1995,1,118.5000000000,
F,60-64,1995,1,122.6000000000,
F,65-69,1995,1,112.5000000000,
F,70-74,1995,1,88.9000000000,
F,75-79,1995,1,63.1000000000,
F,80-84,1995,1,39.1000000000,
F,85_and_over,1995,1,28.9000000000,
M,,1995,1,3084.3000000000,
M,0-4,1995,1,196.5000000000,
M,10-14,1995,1,222.5000000000,
M,15-19,1995,1,218.5000000000,
M,20-24,1995,1,224.5000000000,
M,25-29,1995,1,251.3000000000,
M,30-34,1995,1,312.2000000000,
M,35-39,1995,1,317.4000000000,
M,40-44,1995,1,258.3000000000,
M,45-49,1995,1,212.5000000000,
M,5-9,1995,1,198.1000000000,
M,50-54,1995,1,133.3000000000,
M,55-59,1995,1,137.7000000000,
M,60-64,1995,1,132.2000000000,
M,65-69,1995,1,109.2000000000,
M,70-74,1995,1,76.2000000000,
M,75-79,1995,1,48.2000000000,
M,80-84,1995,1,24.3000000000,
M,85_and_over,1995,1,11.4000000000,
,,1995,2,6270.0000000000,
F,,1995,2,3129.9000000000,
M,,1995,2,3140.1000000000,
,,1996,1,6435.5000000000,
,0-4,1996,1,378.5000000000,
,10-14,1996,1,438.0000000000,
,15-19,1996,1,445.7000000000,
,20-24,1996,1,475.7000000000,
,25-29,1996,1,538.7000000000,
,30-34,1996,1,662.9000000000,
,35-39,1996,1,670.1000000000,
,40-44,1996,1,544.4000000000,
,45-49,1996,1,448.4000000000,
,5-9,1996,1,387.6000000000,
,50-54,1996,1,264.3000000000,
,55-59,1996,1,258.8000000000,
,60-64,1996,1,268.7000000000,
,65-69,1996,1,238.2000000000,
,70-74,1996,1,180.6000000000,
,75-79,1996,1,120.6000000000,
,80-84,1996,1,70.5000000000,
,85_and_over,1996,1,43.8000000000,
F,,1996,1,3215.5000000000,
F,0-4,1996,1,181.3000000000,
F,10-14,1996,1,212.0000000000,
F,15-19,1996,1,216.4000000000,
F,20-24,1996,1,239.0000000000,
F,25-29,1996,1,289.3000000000,
F,30-34,1996,1,347.8000000000,
F,35-39,1996,1,336.5000000000,
F,40-44,1996,1,268.8000000000,
F,45-49,1996,1,212.4000000000,
F,5-9,1996,1,187.2000000000,
F,50-54,1996,1,119.7000000000,
F,55-59,1996,1,118.5000000000,
F,60-64,1996,1,128.1000000000,
F,65-69,1996,1,119.6000000000,
F,70-74,1996,1,96.2000000000,
F,75-79,1996,1,68.2000000000,
F,80-84,1996,1,43.4000000000,
F,85_and_over,1996,1,31.1000000000,
M,,1996,1,3220.0000000000,
M,0-4,1996,1,197.2000000000,
M,10-14,1996,1,226.0000000000,
M,15-19,1996,1,229.3000000000,
M,20-24,1996,1,236.7000000000,
M,25-29,1996,1,249.4000000000,
M,30-34,1996,1,315.1000000000,
M,35-39,1996,1,333.6000000000,
M,40-44,1996,1,275.6000000000,
M,45-49,1996,1,236.0000000000,
M,5-9,1996,1,200.4000000000,
M,50-54,1996,1,144.6000000000,
M,55-59,1996,1,140.3000000000,
M,60-64,1996,1,140.6000000000,
M,65-69,1996,1,118.6000000000,
M,70-74,1996,1,84.4000000000,
M,75-79,1996,1,52.4000000000,
M,80-84,1996,1,27.1000000000,
M,85_and_over,1996,1,12.7000000000,
,,1996,2,6466.6000000000,
,0-4,1996,2,368.5000000000,
,10-14,1996,2,429.8000000000,
,15-19,1996,2,457.6000000000,
,20-24,1996,2,476.0000000000,
,25-29,1996,2,534.1000000000,
,30-34,1996,2,653.3000000000,
,35-39,1996,2,670.5000000000,
,40-44,1996,2,561.6000000000,
,45-49,1996,2,459.0000000000,
,5-9,1996,2,388.6000000000,
,50-54,1996,2,279.5000000000,
,55-59,1996,2,255.0000000000,
,60-64,1996,2,270.8000000000,
,65-69,1996,2,241.5000000000,
,70-74,1996,2,182.7000000000,
,75-79,1996,2,123.0000000000,
,80-84,1996,2,70.1000000000,
,85_and_over,1996,2,45.0000000000,
F,,1996,2,3237.2000000000,
F,0-4,1996,2,176.6000000000,
F,10-14,1996,2,208.8000000000,
F,15-19,1996,2,223.9000000000,
F,20-24,1996,2,239.1000000000,
F,25-29,1996,2,287.0000000000,
F,30-34,1996,2,345.1000000000,
F,35-39,1996,2,337.4000000000,
F,40-44,1996,2,278.7000000000,
F,45-49,1996,2,218.6000000000,
F,5-9,1996,2,186.7000000000,
F,50-54,1996,2,127.8000000000,
F,55-59,1996,2,116.1000000000,
F,60-64,1996,2,129.5000000000,
F,65-69,1996,2,120.3000000000,
F,70-74,1996,2,97.3000000000,
F,75-79,1996,2,69.3000000000,
F,80-84,1996,2,43.3000000000,
F,85_and_over,1996,2,31.7000000000,
M,,1996,2,3229.4000000000,
M,0-4,1996,2,191.9000000000,
M,10-14,1996,2,221.0000000000,
M,15-19,1996,2,233.7000000000,
M,20-24,1996,2,236.9000000000,
M,25-29,1996,2,247.1000000000,
M,30-34,1996,2,308.2000000000,
M,35-39,1996,2,333.1000000000,
M,40-44,1996,2,282.9000000000,
M,45-49,1996,2,240.4000000000,
M,5-9,1996,2,201.9000000000,
M,50-54,1996,2,151.7000000000,
M,55-59,1996,2,138.9000000000,
M,60-64,1996,2,141.3000000000,
M,65-69,1996,2,121.2000000000,
M,70-74,1996,2,85.4000000000,
M,75-79,1996,2,53.7000000000,
M,80-84,1996,2,26.8000000000,
M,85_and_over,1996,2,13.3000000000,
,,1997,1,6489.3000000000,
,0-4,1997,1,363.2000000000,
,10-14,1997,1,424.2000000000,
,15-19,1997,1,457.6000000000,
,20-24,1997,1,475.8000000000,
,25-29,1997,1,534.9000000000,
,30-34,1997,1,639.4000000000,
,35-39,1997,1,678.3000000000,
,40-44,1997,1,572.1000000000,
,45-49,1997,1,468.6000000000,
,5-9,1997,1,390.6000000000,
,50-54,1997,1,293.3000000000,
,55-59,1997,1,250.5000000000,
,60-64,1997,1,269.2000000000,
,65-69,1997,1,243.4000000000,
,70-74,1997,1,184.5000000000,
,75-79,1997,1,125.9000000000,
,80-84,1997,1,70.8000000000,
,85_and_over,1997,1,47.0000000000,
F,,1997,1,3253.9000000000,
F,0-4,1997,1,173.9000000000,
F,10-14,1997,1,205.8000000000,
F,15-19,1997,1,224.3000000000,
F,20-24,1997,1,240.2000000000,
F,25-29,1997,1,288.9000000000,
F,30-34,1997,1,339.4000000000,
F,35-39,1997,1,342.0000000000,
F,40-44,1997,1,284.0000000000,
F,45-49,1997,1,224.7000000000,
