SEX,AGE,CCYY,H,obs_value,sd_value
F,80-84,2003,2,60.7000000000,
F,85_and_over,2003,2,51.7000000000,
M,,2003,2,3266.7000000000,
M,0-4,2003,2,121.6000000000,
M,10-14,2003,2,217.9000000000,
M,15-19,2003,2,221.3000000000,
M,20-24,2003,2,224.0000000000,
M,25-29,2003,2,225.5000000000,
M,30-34,2003,2,244.9000000000,
M,35-39,2003,2,276.8000000000,
M,40-44,2003,2,329.8000000000,
M,45-49,2003,2,305.1000000000,
M,5-9,2003,2,187.9000000000,
M,50-54,2003,2,242.8000000000,
M,55-59,2003,2,170.9000000000,
M,60-64,2003,2,123.2000000000,
M,65-69,2003,2,126.8000000000,
M,70-74,2003,2,112.6000000000,
M,75-79,2003,2,72.2000000000,
M,80-84,2003,2,40.0000000000,
M,85_and_over,2003,2,23.4000000000,
,,2004,1,6783.5000000000,
,0-4,2004,1,227.7000000000,
,10-14,2004,1,421.9000000000,
,15-19,2004,1,435.8000000000,
,20-24,2004,1,465.7000000000,
,25-29,2004,1,485.5000000000,
,30-34,2004,1,564.1000000000,
,35-39,2004,1,614.9000000000,
,40-44,2004,1,699.2000000000,
,45-49,2004,1,626.4000000000,
,5-9,2004,1,355.6000000000,
,50-54,2004,1,491.0000000000,
,55-59,2004,1,345.9000000000,
,60-64,2004,1,230.8000000000,
,65-69,2004,1,248.2000000000,
,70-74,2004,1,227.9000000000,
,75-79,2004,1,163.1000000000,
,80-84,2004,1,103.0000000000,
,85_and_over,2004,1,76.8000000000,
F,,2004,1,3516.7000000000,
F,0-4,2004,1,109.4000000000,
F,10-14,2004,1,204.9000000000,
F,15-19,2004,1,214.4000000000,
F,20-24,2004,1,239.7000000000,
F,25-29,2004,1,262.2000000000,
F,30-34,2004,1,320.2000000000,
F,35-39,2004,1,344.4000000000,
F,40-44,2004,1,370.3000000000,
F,45-49,2004,1,317.0000000000,
F,5-9,2004,1,172.8000000000,
F,50-54,2004,1,245.0000000000,
F,55-59,2004,1,168.2000000000,
F,60-64,2004,1,106.8000000000,
F,65-69,2004,1,121.7000000000,
F,70-74,2004,1,114.7000000000,
F,75-79,2004,1,89.9000000000,
F,80-84,2004,1,62.1000000000,
F,85_and_over,2004,1,53.0000000000,
M,,2004,1,3266.8000000000,
M,0-4,2004,1,118.3000000000,
M,10-14,2004,1,217.0000000000,
M,15-19,2004,1,221.4000000000,
M,20-24,2004,1,226.0000000000,
M,25-29,2004,1,223.3000000000,
M,30-34,2004,1,243.9000000000,
M,35-39,2004,1,270.5000000000,
M,40-44,2004,1,328.9000000000,
M,45-49,2004,1,309.4000000000,
M,5-9,2004,1,182.8000000000,
M,50-54,2004,1,246.0000000000,
M,55-59,2004,1,177.7000000000,
M,60-64,2004,1,124.0000000000,
M,65-69,2004,1,126.5000000000,
M,70-74,2004,1,113.2000000000,
M,75-79,2004,1,73.2000000000,
M,80-84,2004,1,40.9000000000,
M,85_and_over,2004,1,23.8000000000,
,,2004,2,6797.7000000000,
,0-4,2004,2,224.9000000000,
,10-14,2004,2,418.1000000000,
,15-19,2004,2,435.0000000000,
,20-24,2004,2,469.5000000000,
,25-29,2004,2,483.3000000000,
,30-34,2004,2,558.9000000000,
,35-39,2004,2,598.5000000000,
,40-44,2004,2,697.8000000000,
,45-49,2004,2,636.7000000000,
,5-9,2004,2,341.3000000000,
,50-54,2004,2,500.3000000000,
,55-59,2004,2,368.9000000000,
,60-64,2004,2,234.0000000000,
,65-69,2004,2,247.3000000000,
,70-74,2004,2,231.0000000000,
,75-79,2004,2,165.3000000000,
,80-84,2004,2,106.0000000000,
,85_and_over,2004,2,80.9000000000,
F,,2004,2,3531.2000000000,
F,0-4,2004,2,108.1000000000,
F,10-14,2004,2,203.1000000000,
F,15-19,2004,2,214.6000000000,
F,20-24,2004,2,242.5000000000,
F,25-29,2004,2,262.0000000000,
F,30-34,2004,2,316.4000000000,
F,35-39,2004,2,336.6000000000,
F,40-44,2004,2,372.8000000000,
F,45-49,2004,2,322.4000000000,
F,5-9,2004,2,165.9000000000,
F,50-54,2004,2,250.6000000000,
F,55-59,2004,2,180.3000000000,
F,60-64,2004,2,108.6000000000,
F,65-69,2004,2,120.7000000000,
F,70-74,2004,2,116.6000000000,
F,75-79,2004,2,90.4000000000,
F,80-84,2004,2,64.0000000000,
F,85_and_over,2004,2,55.6000000000,
M,,2004,2,3266.5000000000,
M,0-4,2004,2,116.8000000000,
M,10-14,2004,2,215.0000000000,
M,15-19,2004,2,220.4000000000,
M,20-24,2004,2,227.0000000000,
M,25-29,2004,2,221.3000000000,
M,30-34,2004,2,242.5000000000,
M,35-39,2004,2,261.9000000000,
M,40-44,2004,2,325.0000000000,
M,45-49,2004,2,314.3000000000,
M,5-9,2004,2,175.4000000000,
M,50-54,2004,2,249.7000000000,
M,55-59,2004,2,188.6000000000,
M,60-64,2004,2,125.4000000000,
M,65-69,2004,2,126.6000000000,
M,70-74,2004,2,114.4000000000,
M,75-79,2004,2,74.9000000000,
M,80-84,2004,2,42.0000000000,
M,85_and_over,2004,2,25.3000000000,
,,2005,1,6813.2000000000,
,0-4,2005,1,221.1000000000,
,10-14,2005,1,415.0000000000,
,15-19,2005,1,434.2000000000,
,20-24,2005,1,470.9000000000,
,25-29,2005,1,486.7000000000,
,30-34,2005,1,556.4000000000,
,35-39,2005,1,590.9000000000,
,40-44,2005,1,689.2000000000,
,45-49,2005,1,648.2000000000,
,5-9,2005,1,332.8000000000,
,50-54,2005,1,509.9000000000,
,55-59,2005,1,388.1000000000,
,60-64,2005,1,235.1000000000,
,65-69,2005,1,246.2000000000,
,70-74,2005,1,228.3000000000,
,75-79,2005,1,169.8000000000,
,80-84,2005,1,107.7000000000,
,85_and_over,2005,1,82.7000000000,
F,,2005,1,3549.2000000000,
F,0-4,2005,1,106.7000000000,
F,10-14,2005,1,201.9000000000,
F,15-19,2005,1,214.0000000000,
F,20-24,2005,1,244.5000000000,
F,25-29,2005,1,266.2000000000,
F,30-34,2005,1,314.6000000000,
F,35-39,2005,1,334.3000000000,
F,40-44,2005,1,370.8000000000,
F,45-49,2005,1,328.7000000000,
F,5-9,2005,1,161.5000000000,
F,50-54,2005,1,256.0000000000,
F,55-59,2005,1,190.1000000000,
F,60-64,2005,1,109.9000000000,
F,65-69,2005,1,119.9000000000,
F,70-74,2005,1,115.6000000000,
F,75-79,2005,1,92.4000000000,
F,80-84,2005,1,65.1000000000,
F,85_and_over,2005,1,57.0000000000,
M,,2005,1,3264.0000000000,
M,0-4,2005,1,114.4000000000,
M,10-14,2005,1,213.1000000000,
M,15-19,2005,1,220.2000000000,
M,20-24,2005,1,226.4000000000,
M,25-29,2005,1,220.5000000000,
M,30-34,2005,1,241.8000000000,
M,35-39,2005,1,256.6000000000,
M,40-44,2005,1,318.4000000000,
M,45-49,2005,1,319.5000000000,
M,5-9,2005,1,171.3000000000,
M,50-54,2005,1,253.9000000000,
M,55-59,2005,1,198.0000000000,
M,60-64,2005,1,125.2000000000,
M,65-69,2005,1,126.3000000000,
M,70-74,2005,1,112.7000000000,
M,75-79,2005,1,77.4000000000,
M,80-84,2005,1,42.6000000000,
M,85_and_over,2005,1,25.7000000000,
,,2005,2,6837.8000000000,
,0-4,2005,2,213.9000000000,
,10-14,2005,2,411.6000000000,
,15-19,2005,2,437.3000000000,
,20-24,2005,2,470.6000000000,
,25-29,2005,2,496.9000000000,
,30-34,2005,2,549.6000000000,
,35-39,2005,2,586.6000000000,
,40-44,2005,2,675.0000000000,
,45-49,2005,2,659.9000000000,
,5-9,2005,2,323.0000000000,
,50-54,2005,2,519.5000000000,
,55-59,2005,2,409.6000000000,
,60-64,2005,2,237.6000000000,
,65-69,2005,2,246.8000000000,
,70-74,2005,2,226.0000000000,
,75-79,2005,2,176.4000000000,
,80-84,2005,2,110.2000000000,
,85_and_over,2005,2,87.3000000000,
F,,2005,2,3569.8000000000,
F,0-4,2005,2,103.3000000000,
F,10-14,2005,2,200.2000000000,
F,15-19,2005,2,214.8000000000,
F,20-24,2005,2,245.1000000000,
F,25-29,2005,2,274.0000000000,
F,30-34,2005,2,309.7000000000,
F,35-39,2005,2,334.3000000000,
F,40-44,2005,2,366.0000000000,
F,45-49,2005,2,335.6000000000,
F,5-9,2005,2,156.6000000000,
F,50-54,2005,2,261.4000000000,
F,55-59,2005,2,201.0000000000,
F,60-64,2005,2,112.2000000000,
F,65-69,2005,2,119.6000000000,
F,70-74,2005,2,114.3000000000,
F,75-79,2005,2,95.6000000000,
F,80-84,2005,2,66.2000000000,
F,85_and_over,2005,2,59.9000000000,
M,,2005,2,3268.0000000000,
M,0-4,2005,2,110.6000000000,
M,10-14,2005,2,211.4000000000,
M,15-19,2005,2,222.5000000000,
M,20-24,2005,2,225.5000000000,
M,25-29,2005,2,222.9000000000,
M,30-34,2005,2,239.9000000000,
M,35-39,2005,2,252.3000000000,
M,40-44,2005,2,309.0000000000,
M,45-49,2005,2,324.3000000000,
M,5-9,2005,2,166.4000000000,
M,50-54,2005,2,258.1000000000,
M,55-59,2005,2,208.6000000000,
M,60-64,2005,2,125.4000000000,
M,65-69,2005,2,127.2000000000,
M,70-74,2005,2,111.7000000000,
M,75-79,2005,2,80.8000000000,
M,80-84,2005,2,44.0000000000,
M,85_and_over,2005,2,27.4000000000,
,,2006,1,6857.1000000000,
,0-4,2006,1,213.0000000000,
,10-14,2006,1,412.1000000000,
,15-19,2006,1,436.2000000000,
,20-24,2006,1,472.4000000000,
,25-29,2006,1,502.3000000000,
,30-34,2006,1,548.4000000000,
,35-39,2006,1,579.4000000000,
,40-44,2006,1,669.7000000000,
,45-49,2006,1,659.4000000000,
,5-9,2006,1,314.1000000000,
,50-54,2006,1,531.6000000000,
,55-59,2006,1,422.5000000000,
,60-64,2006,1,243.9000000000,
,65-69,2006,1,241.8000000000,
,70-74,2006,1,228.3000000000,
,75-79,2006,1,178.6000000000,
,80-84,2006,1,112.7000000000,
,85_and_over,2006,1,90.7000000000,
F,,2006,1,3587.0000000000,
F,0-4,2006,1,102.6000000000,
F,10-14,2006,1,200.8000000000,
F,15-19,2006,1,213.9000000000,
F,20-24,2006,1,246.8000000000,
F,25-29,2006,1,278.5000000000,
F,30-34,2006,1,309.6000000000,
F,35-39,2006,1,331.4000000000,
F,40-44,2006,1,365.3000000000,
F,45-49,2006,1,335.7000000000,
F,5-9,2006,1,151.8000000000,
F,50-54,2006,1,267.6000000000,
F,55-59,2006,1,207.8000000000,
F,60-64,2006,1,116.3000000000,
F,65-69,2006,1,116.6000000000,
F,70-74,2006,1,115.9000000000,
F,75-79,2006,1,96.3000000000,
F,80-84,2006,1,67.9000000000,
F,85_and_over,2006,1,62.2000000000,
M,,2006,1,3270.1000000000,
M,0-4,2006,1,110.4000000000,
M,10-14,2006,1,211.3000000000,
M,15-19,2006,1,222.3000000000,
M,20-24,2006,1,225.6000000000,
M,25-29,2006,1,223.8000000000,
M,30-34,2006,1,238.8000000000,
M,35-39,2006,1,248.0000000000,
M,40-44,2006,1,304.4000000000,
M,45-49,2006,1,323.7000000000,
M,5-9,2006,1,162.3000000000,
M,50-54,2006,1,264.0000000000,
M,55-59,2006,1,214.7000000000,
M,60-64,2006,1,127.6000000000,
M,65-69,2006,1,125.2000000000,
M,70-74,2006,1,112.4000000000,
M,75-79,2006,1,82.3000000000,
M,80-84,2006,1,44.8000000000,
M,85_and_over,2006,1,28.5000000000,
,,2006,2,6904.3000000000,
,0-4,2006,2,221.5000000000,
,10-14,2006,2,412.9000000000,
,15-19,2006,2,440.5000000000,
,20-24,2006,2,469.6000000000,
,25-29,2006,2,508.4000000000,
,30-34,2006,2,552.0000000000,
,35-39,2006,2,576.6000000000,
,40-44,2006,2,664.2000000000,
,45-49,2006,2,655.7000000000,
,5-9,2006,2,299.3000000000,
,50-54,2006,2,547.1000000000,
,55-59,2006,2,432.6000000000,
,60-64,2006,2,258.7000000000,
,65-69,2006,2,238.2000000000,
,70-74,2006,2,232.6000000000,
,75-79,2006,2,182.9000000000,
,80-84,2006,2,116.0000000000,
,85_and_over,2006,2,95.5000000000,
F,,2006,2,3618.8000000000,
F,0-4,2006,2,106.5000000000,
F,10-14,2006,2,201.0000000000,
F,15-19,2006,2,215.6000000000,
F,20-24,2006,2,245.9000000000,
F,25-29,2006,2,282.7000000000,
F,30-34,2006,2,313.2000000000,
F,35-39,2006,2,331.3000000000,
F,40-44,2006,2,364.6000000000,
F,45-49,2006,2,335.0000000000,
F,5-9,2006,2,144.3000000000,
F,50-54,2006,2,275.7000000000,
F,55-59,2006,2,213.7000000000,
F,60-64,2006,2,124.2000000000,
F,65-69,2006,2,114.1000000000,
F,70-74,2006,2,118.6000000000,
F,75-79,2006,2,97.4000000000,
F,80-84,2006,2,69.8000000000,
F,85_and_over,2006,2,65.2000000000,
M,,2006,2,3285.5000000000,
M,0-4,2006,2,115.0000000000,
M,10-14,2006,2,211.9000000000,
M,15-19,2006,2,224.9000000000,
M,20-24,2006,2,223.7000000000,
M,25-29,2006,2,225.7000000000,
M,30-34,2006,2,238.8000000000,
M,35-39,2006,2,245.3000000000,
M,40-44,2006,2,299.6000000000,
M,45-49,2006,2,320.7000000000,
M,5-9,2006,2,155.0000000000,
M,50-54,2006,2,271.4000000000,
M,55-59,2006,2,218.9000000000,
M,60-64,2006,2,134.5000000000,
M,65-69,2006,2,124.1000000000,
M,70-74,2006,2,114.0000000000,
M,75-79,2006,2,85.5000000000,
M,80-84,2006,2,46.2000000000,
M,85_and_over,2006,2,30.3000000000,
,,2007,1,6916.3000000000,
,0-4,2007,1,214.5000000000,
,10-14,2007,1,409.7000000000,
,15-19,2007,1,440.9000000000,
,20-24,2007,1,465.3000000000,
,25-29,2007,1,513.7000000000,
,30-34,2007,1,549.8000000000,
,35-39,2007,1,575.1000000000,
,40-44,2007,1,651.7000000000,
,45-49,2007,1,657.8000000000,
,5-9,2007,1,294.3000000000,
,50-54,2007,1,557.2000000000,
,55-59,2007,1,441.6000000000,
,60-64,2007,1,272.5000000000,
,65-69,2007,1,234.8000000000,
,70-74,2007,1,235.1000000000,
,75-79,2007,1,185.5000000000,
,80-84,2007,1,119.5000000000,
,85_and_over,2007,1,97.3000000000,
F,,2007,1,3632.4000000000,
F,0-4,2007,1,103.2000000000,
F,10-14,2007,1,199.8000000000,
F,15-19,2007,1,214.8000000000,
F,20-24,2007,1,244.0000000000,
F,25-29,2007,1,287.0000000000,
F,30-34,2007,1,313.1000000000,
F,35-39,2007,1,331.7000000000,
F,40-44,2007,1,358.6000000000,
F,45-49,2007,1,337.7000000000,
F,5-9,2007,1,141.7000000000,
F,50-54,2007,1,280.8000000000,
F,55-59,2007,1,219.4000000000,
F,60-64,2007,1,131.7000000000,
F,65-69,2007,1,112.3000000000,
F,70-74,2007,1,119.7000000000,
F,75-79,2007,1,98.6000000000,
F,80-84,2007,1,71.7000000000,
F,85_and_over,2007,1,66.6000000000,
M,,2007,1,3283.9000000000,
M,0-4,2007,1,111.3000000000,
M,10-14,2007,1,209.9000000000,
M,15-19,2007,1,226.1000000000,
M,20-24,2007,1,221.3000000000,
M,25-29,2007,1,226.7000000000,
M,30-34,2007,1,236.7000000000,
M,35-39,2007,1,243.4000000000,
M,40-44,2007,1,293.1000000000,
M,45-49,2007,1,320.1000000000,
M,5-9,2007,1,152.6000000000,
M,50-54,2007,1,276.4000000000,
M,55-59,2007,1,222.2000000000,
M,60-64,2007,1,140.8000000000,
M,65-69,2007,1,122.5000000000,
M,70-74,2007,1,115.4000000000,
M,75-79,2007,1,86.9000000000,
M,80-84,2007,1,47.8000000000,
M,85_and_over,2007,1,30.7000000000,
,,2007,2,6938.4000000000,
,0-4,2007,2,223.5000000000,
,10-14,2007,2,404.0000000000,
,15-19,2007,2,442.9000000000,
,20-24,2007,2,460.4000000000,
,25-29,2007,2,520.6000000000,
,30-34,2007,2,542.5000000000,
,35-39,2007,2,575.3000000000,
,40-44,2007,2,635.2000000000,
,45-49,2007,2,663.9000000000,
,5-9,2007,2,277.7000000000,
,50-54,2007,2,570.7000000000,
,55-59,2007,2,451.1000000000,
,60-64,2007,2,289.4000000000,
,65-69,2007,2,229.6000000000,
,70-74,2007,2,238.1000000000,
,75-79,2007,2,189.1000000000,
,80-84,2007,2,122.6000000000,
,85_and_over,2007,2,101.8000000000,
F,,2007,2,3650.8000000000,
F,0-4,2007,2,107.4000000000,
F,10-14,2007,2,197.1000000000,
F,15-19,2007,2,215.4000000000,
F,20-24,2007,2,241.3000000000,
F,25-29,2007,2,291.9000000000,
F,30-34,2007,2,310.1000000000,
F,35-39,2007,2,333.4000000000,
F,40-44,2007,2,350.6000000000,
F,45-49,2007,2,343.4000000000,
F,5-9,2007,2,133.3000000000,
F,50-54,2007,2,288.3000000000,
F,55-59,2007,2,224.8000000000,
F,60-64,2007,2,140.8000000000,
F,65-69,2007,2,109.6000000000,
F,70-74,2007,2,120.8000000000,
F,75-79,2007,2,100.1000000000,
F,80-84,2007,2,73.2000000000,
F,85_and_over,2007,2,69.3000000000,
M,,2007,2,3287.6000000000,
M,0-4,2007,2,116.1000000000,
M,10-14,2007,2,206.9000000000,
M,15-19,2007,2,227.5000000000,
M,20-24,2007,2,219.1000000000,
M,25-29,2007,2,228.7000000000,
M,30-34,2007,2,232.4000000000,
M,35-39,2007,2,241.9000000000,
M,40-44,2007,2,284.6000000000,
M,45-49,2007,2,320.5000000000,
M,5-9,2007,2,144.4000000000,
M,50-54,2007,2,282.4000000000,
M,55-59,2007,2,226.3000000000,
M,60-64,2007,2,148.6000000000,
M,65-69,2007,2,120.0000000000,
M,70-74,2007,2,117.3000000000,
M,75-79,2007,2,89.0000000000,
M,80-84,2007,2,49.4000000000,
M,85_and_over,2007,2,32.5000000000,
,,2008,1,6957.8000000000,
,0-4,2008,1,219.2000000000,
,10-14,2008,1,396.6000000000,
,15-19,2008,1,441.1000000000,
,20-24,2008,1,456.8000000000,
,25-29,2008,1,527.8000000000,
,30-34,2008,1,541.2000000000,
,35-39,2008,1,575.4000000000,
,40-44,2008,1,621.5000000000,
,45-49,2008,1,668.3000000000,
,5-9,2008,1,280.4000000000,
,50-54,2008,1,585.3000000000,
,55-59,2008,1,457.9000000000,
,60-64,2008,1,303.6000000000,
,65-69,2008,1,225.8000000000,
,70-74,2008,1,235.7000000000,
,75-79,2008,1,193.1000000000,
,80-84,2008,1,124.6000000000,
,85_and_over,2008,1,103.5000000000,
F,,2008,1,3667.6000000000,
F,0-4,2008,1,105.2000000000,
F,10-14,2008,1,193.2000000000,
F,15-19,2008,1,214.3000000000,
F,20-24,2008,1,238.9000000000,
F,25-29,2008,1,297.3000000000,
F,30-34,2008,1,311.0000000000,
F,35-39,2008,1,334.1000000000,
F,40-44,2008,1,344.4000000000,
F,45-49,2008,1,348.2000000000,
F,5-9,2008,1,134.4000000000,
F,50-54,2008,1,295.7000000000,
F,55-59,2008,1,229.0000000000,
F,60-64,2008,1,148.5000000000,
F,65-69,2008,1,107.1000000000,
F,70-74,2008,1,119.6000000000,
F,75-79,2008,1,101.8000000000,
F,80-84,2008,1,74.2000000000,
F,85_and_over,2008,1,70.7000000000,
M,,2008,1,3290.2000000000,
M,0-4,2008,1,114.0000000000,
M,10-14,2008,1,203.4000000000,
M,15-19,2008,1,226.8000000000,
M,20-24,2008,1,217.9000000000,
M,25-29,2008,1,230.5000000000,
M,30-34,2008,1,230.2000000000,
M,35-39,2008,1,241.3000000000,
M,40-44,2008,1,277.1000000000,
M,45-49,2008,1,320.1000000000,
M,5-9,2008,1,146.0000000000,
M,50-54,2008,1,289.6000000000,
M,55-59,2008,1,228.9000000000,
M,60-64,2008,1,155.1000000000,
M,65-69,2008,1,118.7000000000,
M,70-74,2008,1,116.1000000000,
M,75-79,2008,1,91.3000000000,
M,80-84,2008,1,50.4000000000,
M,85_and_over,2008,1,32.8000000000,
,,2008,2,6963.9000000000,
,0-4,2008,2,226.2000000000,
,10-14,2008,2,386.9000000000,
,15-19,2008,2,433.5000000000,
,20-24,2008,2,456.0000000000,
,25-29,2008,2,529.9000000000,
,30-34,2008,2,536.7000000000,
,35-39,2008,2,571.5000000000,
,40-44,2008,2,607.6000000000,
,45-49,2008,2,668.0000000000,
,5-9,2008,2,266.3000000000,
,50-54,2008,2,600.7000000000,
,55-59,2008,2,467.6000000000,
,60-64,2008,2,320.6000000000,
,65-69,2008,2,222.2000000000,
,70-74,2008,2,235.2000000000,
,75-79,2008,2,199.1000000000,
,80-84,2008,2,128.3000000000,
,85_and_over,2008,2,107.6000000000,
F,,2008,2,3675.0000000000,
F,0-4,2008,2,108.4000000000,
F,10-14,2008,2,188.3000000000,
F,15-19,2008,2,210.6000000000,
F,20-24,2008,2,237.1000000000,
F,25-29,2008,2,299.1000000000,
F,30-34,2008,2,309.1000000000,
F,35-39,2008,2,331.6000000000,
F,40-44,2008,2,338.2000000000,
F,45-49,2008,2,350.9000000000,
F,5-9,2008,2,128.0000000000,
F,50-54,2008,2,304.1000000000,
F,55-59,2008,2,234.2000000000,
F,60-64,2008,2,157.7000000000,
F,65-69,2008,2,104.8000000000,
F,70-74,2008,2,119.5000000000,
F,75-79,2008,2,104.1000000000,
F,80-84,2008,2,75.9000000000,
F,85_and_over,2008,2,73.4000000000,
M,,2008,2,3288.9000000000,
M,0-4,2008,2,117.8000000000,
M,10-14,2008,2,198.6000000000,
M,15-19,2008,2,222.9000000000,
M,20-24,2008,2,218.9000000000,
M,25-29,2008,2,230.8000000000,
M,30-34,2008,2,227.6000000000,
M,35-39,2008,2,239.9000000000,
M,40-44,2008,2,269.4000000000,
M,45-49,2008,2,317.1000000000,
M,5-9,2008,2,138.3000000000,
M,50-54,2008,2,296.6000000000,
M,55-59,2008,2,233.4000000000,
M,60-64,2008,2,162.9000000000,
M,65-69,2008,2,117.4000000000,
M,70-74,2008,2,115.7000000000,
M,75-79,2008,2,95.0000000000,
M,80-84,2008,2,52.4000000000,
M,85_and_over,2008,2,34.2000000000,
,,2009,1,6972.8000000000,
,0-4,2009,1,226.0000000000,
,10-14,2009,1,374.9000000000,
,15-19,2009,1,431.1000000000,
,20-24,2009,1,454.3000000000,
,25-29,2009,1,532.3000000000,
,30-34,2009,1,535.8000000000,
,35-39,2009,1,571.7000000000,
,40-44,2009,1,597.1000000000,
,45-49,2009,1,670.6000000000,
,5-9,2009,1,262.9000000000,
,50-54,2009,1,606.2000000000,
,55-59,2009,1,475.9000000000,
,60-64,2009,1,335.4000000000,
,65-69,2009,1,223.6000000000,
,70-74,2009,1,233.7000000000,
,75-79,2009,1,201.3000000000,
,80-84,2009,1,129.8000000000,
,85_and_over,2009,1,110.2000000000,
F,,2009,1,3688.0000000000,
F,0-4,2009,1,108.3000000000,
F,10-14,2009,1,182.6000000000,
F,15-19,2009,1,209.3000000000,
F,20-24,2009,1,235.4000000000,
F,25-29,2009,1,301.7000000000,
F,30-34,2009,1,310.8000000000,
F,35-39,2009,1,331.7000000000,
F,40-44,2009,1,334.4000000000,
F,45-49,2009,1,354.7000000000,
F,5-9,2009,1,126.6000000000,
F,50-54,2009,1,306.9000000000,
F,55-59,2009,1,239.0000000000,
F,60-64,2009,1,165.8000000000,
F,65-69,2009,1,105.3000000000,
F,70-74,2009,1,118.4000000000,
F,75-79,2009,1,105.5000000000,
F,80-84,2009,1,76.6000000000,
F,85_and_over,2009,1,75.0000000000,
M,,2009,1,3284.8000000000,
M,0-4,2009,1,117.7000000000,
M,10-14,2009,1,192.3000000000,
M,15-19,2009,1,221.8000000000,
M,20-24,2009,1,218.9000000000,
M,25-29,2009,1,230.6000000000,
M,30-34,2009,1,225.0000000000,
M,35-39,2009,1,240.0000000000,
M,40-44,2009,1,262.7000000000,
M,45-49,2009,1,315.9000000000,
M,5-9,2009,1,136.3000000000,
M,50-54,2009,1,299.3000000000,
M,55-59,2009,1,236.9000000000,
M,60-64,2009,1,169.6000000000,
M,65-69,2009,1,118.3000000000,
M,70-74,2009,1,115.3000000000,
M,75-79,2009,1,95.8000000000,
M,80-84,2009,1,53.2000000000,
M,85_and_over,2009,1,35.2000000000,
,,2009,2,6996.4000000000,
,0-4,2009,2,231.3000000000,
,10-14,2009,2,362.5000000000,
,15-19,2009,2,430.1000000000,
,20-24,2009,2,453.1000000000,
,25-29,2009,2,533.0000000000,
,30-34,2009,2,535.1000000000,
,35-39,2009,2,571.8000000000,
,40-44,2009,2,585.2000000000,
,45-49,2009,2,671.5000000000,
,5-9,2009,2,257.1000000000,
,50-54,2009,2,614.0000000000,
,55-59,2009,2,482.9000000000,
,60-64,2009,2,356.9000000000,
,65-69,2009,2,226.2000000000,
,70-74,2009,2,233.8000000000,
,75-79,2009,2,204.5000000000,
,80-84,2009,2,132.5000000000,
,85_and_over,2009,2,114.9000000000,
F,,2009,2,3707.2000000000,
F,0-4,2009,2,110.5000000000,
F,10-14,2009,2,176.4000000000,
F,15-19,2009,2,208.6000000000,
F,20-24,2009,2,233.5000000000,
F,25-29,2009,2,302.8000000000,
F,30-34,2009,2,311.6000000000,
F,35-39,2009,2,332.5000000000,
F,40-44,2009,2,330.5000000000,
F,45-49,2009,2,358.2000000000,
F,5-9,2009,2,123.9000000000,
F,50-54,2009,2,311.3000000000,
F,55-59,2009,2,243.2000000000,
F,60-64,2009,2,177.2000000000,
F,65-69,2009,2,106.6000000000,
F,70-74,2009,2,117.6000000000,
F,75-79,2009,2,107.2000000000,
F,80-84,2009,2,77.5000000000,
F,85_and_over,2009,2,78.1000000000,
M,,2009,2,3289.2000000000,
M,0-4,2009,2,120.8000000000,
M,10-14,2009,2,186.1000000000,
M,15-19,2009,2,221.5000000000,
M,20-24,2009,2,219.6000000000,
M,25-29,2009,2,230.2000000000,
M,30-34,2009,2,223.5000000000,
M,35-39,2009,2,239.3000000000,
M,40-44,2009,2,254.7000000000,
M,45-49,2009,2,313.3000000000,
M,5-9,2009,2,133.2000000000,
M,50-54,2009,2,302.7000000000,
M,55-59,2009,2,239.7000000000,
M,60-64,2009,2,179.7000000000,
M,65-69,2009,2,119.6000000000,
M,70-74,2009,2,116.2000000000,
M,75-79,2009,2,97.3000000000,
M,80-84,2009,2,55.0000000000,
M,85_and_over,2009,2,36.8000000000,
,,2010,1,7024.2000000000,
,0-4,2010,1,238.0000000000,
,10-14,2010,1,353.0000000000,
,15-19,2010,1,428.0000000000,
,20-24,2010,1,451.7000000000,
,25-29,2010,1,534.9000000000,
,30-34,2010,1,539.2000000000,
,35-39,2010,1,570.7000000000,
,40-44,2010,1,579.9000000000,
,45-49,2010,1,665.6000000000,
,5-9,2010,1,253.2000000000,
,50-54,2010,1,625.4000000000,
,55-59,2010,1,491.1000000000,
,60-64,2010,1,375.0000000000,
,65-69,2010,1,226.7000000000,
,70-74,2010,1,233.6000000000,
,75-79,2010,1,203.5000000000,
,80-84,2010,1,137.2000000000,
,85_and_over,2010,1,117.5000000000,
F,,2010,1,3729.9000000000,
F,0-4,2010,1,113.8000000000,
F,10-14,2010,1,171.5000000000,
F,15-19,2010,1,207.7000000000,
F,20-24,2010,1,231.8000000000,
F,25-29,2010,1,304.6000000000,
F,30-34,2010,1,315.9000000000,
F,35-39,2010,1,332.0000000000,
F,40-44,2010,1,329.9000000000,
F,45-49,2010,1,357.9000000000,
F,5-9,2010,1,122.1000000000,
F,50-54,2010,1,317.7000000000,
F,55-59,2010,1,247.4000000000,
F,60-64,2010,1,186.8000000000,
F,65-69,2010,1,107.4000000000,
F,70-74,2010,1,116.9000000000,
F,75-79,2010,1,107.2000000000,
F,80-84,2010,1,79.6000000000,
F,85_and_over,2010,1,79.7000000000,
M,,2010,1,3294.3000000000,
M,0-4,2010,1,124.2000000000,
M,10-14,2010,1,181.5000000000,
M,15-19,2010,1,220.3000000000,
M,20-24,2010,1,219.9000000000,
