SEX,AGE,H,CCYY,obs_value,sd_value
M,49,1,2011,58.6000000000,
M,5,1,2011,26.6000000000,
M,50,1,2011,63.7000000000,
M,51,1,2011,64.4000000000,
M,52,1,2011,62.8000000000,
M,53,1,2011,62.1000000000,
M,54,1,2011,59.8000000000,
M,55,1,2011,57.3000000000,
M,56,1,2011,54.1000000000,
M,57,1,2011,51.0000000000,
M,58,1,2011,46.6000000000,
M,59,1,2011,44.9000000000,
M,6,1,2011,24.0000000000,
M,60,1,2011,45.0000000000,
M,61,1,2011,45.4000000000,
M,62,1,2011,41.1000000000,
M,63,1,2011,38.3000000000,
M,64,1,2011,35.3000000000,
M,65,1,2011,26.6000000000,
M,66,1,2011,25.6000000000,
M,67,1,2011,25.2000000000,
M,68,1,2011,23.0000000000,
M,69,1,2011,21.1000000000,
M,7,1,2011,23.5000000000,
M,70,1,2011,23.4000000000,
M,71,1,2011,23.5000000000,
M,72,1,2011,23.4000000000,
M,73,1,2011,23.9000000000,
M,74,1,2011,22.5000000000,
M,75,1,2011,21.0000000000,
M,76,1,2011,19.3000000000,
M,77,1,2011,20.7000000000,
M,78,1,2011,19.1000000000,
M,79,1,2011,16.9000000000,
M,8,1,2011,25.9000000000,
M,80,1,2011,16.2000000000,
M,81,1,2011,14.5000000000,
M,82,1,2011,11.7000000000,
M,83,1,2011,10.6000000000,
M,84,1,2011,9.3000000000,
M,85_and_over,1,2011,40.7000000000,
M,9,1,2011,25.8000000000,
M,zero,1,2011,27.5000000000,
,,2,2011,7109.5000000000,
,1,2,2011,50.8000000000,
,10,2,2011,49.3000000000,
,11,2,2011,60.3000000000,
,12,2,2011,60.5000000000,
,13,2,2011,65.0000000000,
,14,2,2011,75.8000000000,
,15,2,2011,79.1000000000,
,16,2,2011,84.1000000000,
,17,2,2011,85.3000000000,
,18,2,2011,84.9000000000,
,19,2,2011,89.0000000000,
,2,2,2011,48.3000000000,
,20,2,2011,85.7000000000,
,21,2,2011,91.8000000000,
,22,2,2011,91.3000000000,
,23,2,2011,95.6000000000,
,24,2,2011,90.6000000000,
,25,2,2011,94.7000000000,
,26,2,2011,104.3000000000,
,27,2,2011,106.2000000000,
,28,2,2011,112.5000000000,
,29,2,2011,113.6000000000,
,3,2,2011,51.1000000000,
,30,2,2011,109.6000000000,
,31,2,2011,114.8000000000,
,32,2,2011,111.7000000000,
,33,2,2011,110.0000000000,
,34,2,2011,107.9000000000,
,35,2,2011,107.8000000000,
,36,2,2011,110.2000000000,
,37,2,2011,115.0000000000,
,38,2,2011,115.2000000000,
,39,2,2011,116.6000000000,
,4,2,2011,53.5000000000,
,40,2,2011,108.8000000000,
,41,2,2011,118.6000000000,
,42,2,2011,113.2000000000,
,43,2,2011,117.7000000000,
,44,2,2011,113.1000000000,
,45,2,2011,114.3000000000,
,46,2,2011,125.3000000000,
,47,2,2011,131.6000000000,
,48,2,2011,139.5000000000,
,49,2,2011,136.3000000000,
,5,2,2011,54.4000000000,
,50,2,2011,120.3000000000,
,51,2,2011,137.3000000000,
,52,2,2011,124.2000000000,
,53,2,2011,131.3000000000,
,54,2,2011,123.0000000000,
,55,2,2011,118.9000000000,
,56,2,2011,111.7000000000,
,57,2,2011,106.6000000000,
,58,2,2011,97.1000000000,
,59,2,2011,94.6000000000,
,6,2,2011,42.6000000000,
,60,2,2011,87.0000000000,
,61,2,2011,91.0000000000,
,62,2,2011,88.3000000000,
,63,2,2011,78.3000000000,
,64,2,2011,74.8000000000,
,65,2,2011,62.4000000000,
,66,2,2011,50.4000000000,
,67,2,2011,50.0000000000,
,68,2,2011,45.1000000000,
,69,2,2011,42.3000000000,
,7,2,2011,49.3000000000,
,70,2,2011,39.4000000000,
,71,2,2011,46.1000000000,
,72,2,2011,43.9000000000,
,73,2,2011,48.4000000000,
,74,2,2011,47.6000000000,
,75,2,2011,45.2000000000,
,76,2,2011,41.9000000000,
,77,2,2011,39.4000000000,
,78,2,2011,44.3000000000,
,79,2,2011,37.0000000000,
,8,2,2011,51.4000000000,
,80,2,2011,34.1000000000,
,81,2,2011,36.7000000000,
,82,2,2011,27.1000000000,
,83,2,2011,27.2000000000,
,84,2,2011,24.6000000000,
,85_and_over,2,2011,131.6000000000,
,9,2,2011,51.0000000000,
,zero,2,2011,51.2000000000,
F,,2,2011,3795.2000000000,
F,1,2,2011,24.4000000000,
F,10,2,2011,23.5000000000,
F,11,2,2011,28.9000000000,
F,12,2,2011,29.3000000000,
F,13,2,2011,31.6000000000,
F,14,2,2011,37.1000000000,
F,15,2,2011,38.7000000000,
F,16,2,2011,40.8000000000,
F,17,2,2011,41.2000000000,
F,18,2,2011,41.5000000000,
F,19,2,2011,43.3000000000,
F,2,2,2011,23.1000000000,
F,20,2,2011,41.7000000000,
F,21,2,2011,44.9000000000,
F,22,2,2011,46.2000000000,
F,23,2,2011,49.5000000000,
F,24,2,2011,48.8000000000,
F,25,2,2011,51.7000000000,
F,26,2,2011,58.7000000000,
F,27,2,2011,61.2000000000,
F,28,2,2011,65.7000000000,
F,29,2,2011,66.5000000000,
F,3,2,2011,24.6000000000,
F,30,2,2011,64.1000000000,
F,31,2,2011,67.7000000000,
F,32,2,2011,67.1000000000,
F,33,2,2011,65.3000000000,
F,34,2,2011,63.0000000000,
F,35,2,2011,63.0000000000,
F,36,2,2011,64.5000000000,
F,37,2,2011,67.6000000000,
F,38,2,2011,67.5000000000,
F,39,2,2011,67.7000000000,
F,4,2,2011,25.7000000000,
F,40,2,2011,63.3000000000,
F,41,2,2011,70.3000000000,
F,42,2,2011,66.2000000000,
F,43,2,2011,68.1000000000,
F,44,2,2011,62.8000000000,
F,45,2,2011,63.3000000000,
F,46,2,2011,69.5000000000,
F,47,2,2011,72.1000000000,
F,48,2,2011,77.2000000000,
F,49,2,2011,73.6000000000,
F,5,2,2011,26.1000000000,
F,50,2,2011,62.7000000000,
F,51,2,2011,70.1000000000,
F,52,2,2011,63.0000000000,
F,53,2,2011,66.9000000000,
F,54,2,2011,62.5000000000,
F,55,2,2011,60.3000000000,
F,56,2,2011,56.2000000000,
F,57,2,2011,53.9000000000,
F,58,2,2011,49.1000000000,
F,59,2,2011,47.9000000000,
F,6,2,2011,20.2000000000,
F,60,2,2011,43.9000000000,
F,61,2,2011,45.4000000000,
F,62,2,2011,43.9000000000,
F,63,2,2011,39.0000000000,
F,64,2,2011,37.5000000000,
F,65,2,2011,31.6000000000,
F,66,2,2011,25.1000000000,
F,67,2,2011,24.0000000000,
F,68,2,2011,21.0000000000,
F,69,2,2011,19.9000000000,
F,7,2,2011,24.0000000000,
F,70,2,2011,18.7000000000,
F,71,2,2011,21.9000000000,
F,72,2,2011,21.6000000000,
F,73,2,2011,24.7000000000,
F,74,2,2011,23.7000000000,
F,75,2,2011,23.7000000000,
F,76,2,2011,22.1000000000,
F,77,2,2011,21.0000000000,
F,78,2,2011,22.9000000000,
F,79,2,2011,20.0000000000,
F,8,2,2011,25.3000000000,
F,80,2,2011,18.4000000000,
F,81,2,2011,20.1000000000,
F,82,2,2011,15.4000000000,
F,83,2,2011,16.2000000000,
F,84,2,2011,14.8000000000,
F,85_and_over,2,2011,88.7000000000,
F,9,2,2011,24.7000000000,
F,zero,2,2011,24.6000000000,
M,,2,2011,3314.3000000000,
M,1,2,2011,26.4000000000,
M,10,2,2011,25.8000000000,
M,11,2,2011,31.4000000000,
M,12,2,2011,31.2000000000,
M,13,2,2011,33.4000000000,
M,14,2,2011,38.7000000000,
M,15,2,2011,40.4000000000,
M,16,2,2011,43.3000000000,
M,17,2,2011,44.1000000000,
M,18,2,2011,43.4000000000,
M,19,2,2011,45.7000000000,
M,2,2,2011,25.2000000000,
M,20,2,2011,44.0000000000,
M,21,2,2011,46.9000000000,
M,22,2,2011,45.1000000000,
M,23,2,2011,46.1000000000,
M,24,2,2011,41.8000000000,
M,25,2,2011,43.0000000000,
M,26,2,2011,45.6000000000,
M,27,2,2011,45.0000000000,
M,28,2,2011,46.8000000000,
M,29,2,2011,47.1000000000,
M,3,2,2011,26.5000000000,
M,30,2,2011,45.5000000000,
M,31,2,2011,47.1000000000,
M,32,2,2011,44.6000000000,
M,33,2,2011,44.7000000000,
M,34,2,2011,44.9000000000,
M,35,2,2011,44.8000000000,
M,36,2,2011,45.7000000000,
M,37,2,2011,47.4000000000,
M,38,2,2011,47.7000000000,
M,39,2,2011,48.9000000000,
M,4,2,2011,27.8000000000,
M,40,2,2011,45.5000000000,
M,41,2,2011,48.3000000000,
M,42,2,2011,47.0000000000,
M,43,2,2011,49.6000000000,
M,44,2,2011,50.3000000000,
M,45,2,2011,51.0000000000,
M,46,2,2011,55.8000000000,
M,47,2,2011,59.5000000000,
M,48,2,2011,62.3000000000,
M,49,2,2011,62.7000000000,
M,5,2,2011,28.3000000000,
M,50,2,2011,57.6000000000,
M,51,2,2011,67.2000000000,
M,52,2,2011,61.2000000000,
M,53,2,2011,64.4000000000,
M,54,2,2011,60.5000000000,
M,55,2,2011,58.6000000000,
M,56,2,2011,55.5000000000,
M,57,2,2011,52.7000000000,
M,58,2,2011,48.0000000000,
M,59,2,2011,46.7000000000,
M,6,2,2011,22.4000000000,
M,60,2,2011,43.1000000000,
M,61,2,2011,45.6000000000,
M,62,2,2011,44.4000000000,
M,63,2,2011,39.3000000000,
M,64,2,2011,37.3000000000,
M,65,2,2011,30.8000000000,
M,66,2,2011,25.3000000000,
M,67,2,2011,26.0000000000,
M,68,2,2011,24.1000000000,
M,69,2,2011,22.4000000000,
M,7,2,2011,25.3000000000,
M,70,2,2011,20.7000000000,
M,71,2,2011,24.2000000000,
M,72,2,2011,22.3000000000,
M,73,2,2011,23.7000000000,
M,74,2,2011,23.9000000000,
M,75,2,2011,21.5000000000,
M,76,2,2011,19.8000000000,
M,77,2,2011,18.4000000000,
M,78,2,2011,21.4000000000,
M,79,2,2011,17.0000000000,
M,8,2,2011,26.1000000000,
M,80,2,2011,15.7000000000,
M,81,2,2011,16.6000000000,
M,82,2,2011,11.7000000000,
M,83,2,2011,11.0000000000,
M,84,2,2011,9.8000000000,
M,85_and_over,2,2011,42.9000000000,
M,9,2,2011,26.3000000000,
M,zero,2,2011,26.6000000000,
,,1,2012,7150.1000000000,
,1,1,2012,54.7000000000,
,10,1,2012,50.7000000000,
,11,1,2012,61.6000000000,
,12,1,2012,61.2000000000,
,13,1,2012,63.2000000000,
,14,1,2012,69.7000000000,
,15,1,2012,78.0000000000,
,16,1,2012,82.7000000000,
,17,1,2012,84.5000000000,
,18,1,2012,86.3000000000,
,19,1,2012,88.2000000000,
,2,1,2012,50.2000000000,
,20,1,2012,87.3000000000,
,21,1,2012,89.3000000000,
,22,1,2012,92.2000000000,
,23,1,2012,97.0000000000,
,24,1,2012,92.0000000000,
,25,1,2012,92.7000000000,
,26,1,2012,102.9000000000,
,27,1,2012,107.5000000000,
,28,1,2012,110.6000000000,
,29,1,2012,115.1000000000,
,3,1,2012,51.8000000000,
,30,1,2012,112.0000000000,
,31,1,2012,113.9000000000,
,32,1,2012,114.6000000000,
,33,1,2012,112.0000000000,
,34,1,2012,108.7000000000,
,35,1,2012,109.4000000000,
,36,1,2012,108.0000000000,
,37,1,2012,115.1000000000,
,38,1,2012,115.8000000000,
,39,1,2012,117.7000000000,
,4,1,2012,54.6000000000,
,40,1,2012,111.3000000000,
,41,1,2012,116.2000000000,
,42,1,2012,116.2000000000,
,43,1,2012,117.2000000000,
,44,1,2012,115.0000000000,
,45,1,2012,111.6000000000,
,46,1,2012,120.6000000000,
,47,1,2012,130.8000000000,
,48,1,2012,133.9000000000,
,49,1,2012,140.5000000000,
,5,1,2012,49.7000000000,
,50,1,2012,125.4000000000,
,51,1,2012,130.3000000000,
,52,1,2012,131.5000000000,
,53,1,2012,128.0000000000,
,54,1,2012,126.2000000000,
,55,1,2012,121.0000000000,
,56,1,2012,115.0000000000,
,57,1,2012,108.2000000000,
,58,1,2012,102.7000000000,
,59,1,2012,93.7000000000,
,6,1,2012,51.2000000000,
,60,1,2012,91.0000000000,
,61,1,2012,89.4000000000,
,62,1,2012,90.2000000000,
,63,1,2012,81.7000000000,
,64,1,2012,76.2000000000,
,65,1,2012,71.0000000000,
,66,1,2012,53.1000000000,
,67,1,2012,49.2000000000,
,68,1,2012,48.1000000000,
,69,1,2012,43.0000000000,
,7,1,2012,46.1000000000,
,70,1,2012,39.8000000000,
,71,1,2012,43.2000000000,
,72,1,2012,44.6000000000,
,73,1,2012,46.7000000000,
,74,1,2012,46.8000000000,
,75,1,2012,45.6000000000,
,76,1,2012,42.8000000000,
,77,1,2012,39.6000000000,
,78,1,2012,41.7000000000,
,79,1,2012,39.2000000000,
,8,1,2012,46.3000000000,
,80,1,2012,35.0000000000,
,81,1,2012,34.4000000000,
,82,1,2012,30.5000000000,
,83,1,2012,26.4000000000,
,84,1,2012,24.7000000000,
,85_and_over,1,2012,134.5000000000,
,9,1,2012,50.9000000000,
,zero,1,2012,51.0000000000,
F,,1,2012,3822.8000000000,
F,1,1,2012,26.3000000000,
F,10,1,2012,24.5000000000,
F,11,1,2012,29.2000000000,
F,12,1,2012,29.5000000000,
F,13,1,2012,30.7000000000,
F,14,1,2012,34.2000000000,
F,15,1,2012,38.0000000000,
F,16,1,2012,40.2000000000,
F,17,1,2012,40.9000000000,
F,18,1,2012,41.5000000000,
F,19,1,2012,43.8000000000,
F,2,1,2012,24.1000000000,
F,20,1,2012,42.7000000000,
F,21,1,2012,43.4000000000,
F,22,1,2012,46.4000000000,
F,23,1,2012,49.8000000000,
F,24,1,2012,49.2000000000,
F,25,1,2012,50.8000000000,
F,26,1,2012,57.8000000000,
F,27,1,2012,61.7000000000,
F,28,1,2012,64.7000000000,
F,29,1,2012,67.8000000000,
F,3,1,2012,25.0000000000,
F,30,1,2012,65.2000000000,
F,31,1,2012,67.7000000000,
F,32,1,2012,68.8000000000,
F,33,1,2012,66.9000000000,
F,34,1,2012,64.2000000000,
F,35,1,2012,63.5000000000,
F,36,1,2012,63.7000000000,
F,37,1,2012,67.9000000000,
F,38,1,2012,67.9000000000,
F,39,1,2012,68.5000000000,
F,4,1,2012,26.2000000000,
F,40,1,2012,64.4000000000,
F,41,1,2012,68.6000000000,
F,42,1,2012,68.2000000000,
F,43,1,2012,68.6000000000,
F,44,1,2012,64.9000000000,
F,45,1,2012,61.7000000000,
F,46,1,2012,66.9000000000,
F,47,1,2012,71.8000000000,
F,48,1,2012,74.0000000000,
F,49,1,2012,76.9000000000,
F,5,1,2012,24.1000000000,
F,50,1,2012,66.7000000000,
F,51,1,2012,66.7000000000,
F,52,1,2012,67.0000000000,
F,53,1,2012,65.1000000000,
F,54,1,2012,64.1000000000,
F,55,1,2012,61.5000000000,
F,56,1,2012,58.1000000000,
F,57,1,2012,54.3000000000,
F,58,1,2012,52.0000000000,
F,59,1,2012,47.2000000000,
F,6,1,2012,24.3000000000,
F,60,1,2012,46.3000000000,
F,61,1,2012,44.7000000000,
F,62,1,2012,45.1000000000,
F,63,1,2012,40.8000000000,
F,64,1,2012,37.9000000000,
F,65,1,2012,35.8000000000,
F,66,1,2012,26.8000000000,
F,67,1,2012,23.9000000000,
F,68,1,2012,23.0000000000,
F,69,1,2012,20.1000000000,
F,7,1,2012,22.2000000000,
F,70,1,2012,18.9000000000,
F,71,1,2012,20.4000000000,
F,72,1,2012,21.6000000000,
F,73,1,2012,23.9000000000,
F,74,1,2012,23.5000000000,
F,75,1,2012,23.4000000000,
F,76,1,2012,22.6000000000,
F,77,1,2012,21.0000000000,
F,78,1,2012,21.9000000000,
F,79,1,2012,20.9000000000,
F,8,1,2012,22.9000000000,
F,80,1,2012,18.9000000000,
F,81,1,2012,19.1000000000,
F,82,1,2012,17.1000000000,
F,83,1,2012,15.6000000000,
F,84,1,2012,14.9000000000,
F,85_and_over,1,2012,90.5000000000,
F,9,1,2012,24.9000000000,
F,zero,1,2012,24.4000000000,
M,,1,2012,3327.3000000000,
M,1,1,2012,28.4000000000,
M,10,1,2012,26.2000000000,
M,11,1,2012,32.4000000000,
M,12,1,2012,31.7000000000,
M,13,1,2012,32.5000000000,
M,14,1,2012,35.5000000000,
M,15,1,2012,40.0000000000,
M,16,1,2012,42.5000000000,
M,17,1,2012,43.6000000000,
M,18,1,2012,44.8000000000,
M,19,1,2012,44.4000000000,
M,2,1,2012,26.1000000000,
M,20,1,2012,44.6000000000,
M,21,1,2012,45.9000000000,
M,22,1,2012,45.8000000000,
M,23,1,2012,47.2000000000,
M,24,1,2012,42.8000000000,
M,25,1,2012,41.9000000000,
M,26,1,2012,45.1000000000,
M,27,1,2012,45.8000000000,
M,28,1,2012,45.9000000000,
M,29,1,2012,47.3000000000,
M,3,1,2012,26.8000000000,
M,30,1,2012,46.8000000000,
M,31,1,2012,46.2000000000,
M,32,1,2012,45.8000000000,
M,33,1,2012,45.1000000000,
M,34,1,2012,44.5000000000,
M,35,1,2012,45.9000000000,
M,36,1,2012,44.3000000000,
M,37,1,2012,47.2000000000,
M,38,1,2012,47.9000000000,
M,39,1,2012,49.2000000000,
M,4,1,2012,28.4000000000,
M,40,1,2012,46.9000000000,
M,41,1,2012,47.6000000000,
M,42,1,2012,48.0000000000,
M,43,1,2012,48.6000000000,
M,44,1,2012,50.1000000000,
M,45,1,2012,49.9000000000,
M,46,1,2012,53.7000000000,
M,47,1,2012,59.0000000000,
M,48,1,2012,59.9000000000,
M,49,1,2012,63.6000000000,
M,5,1,2012,25.6000000000,
M,50,1,2012,58.7000000000,
M,51,1,2012,63.6000000000,
M,52,1,2012,64.5000000000,
M,53,1,2012,62.9000000000,
M,54,1,2012,62.1000000000,
M,55,1,2012,59.5000000000,
M,56,1,2012,56.9000000000,
M,57,1,2012,53.9000000000,
M,58,1,2012,50.7000000000,
M,59,1,2012,46.5000000000,
M,6,1,2012,26.9000000000,
M,60,1,2012,44.7000000000,
M,61,1,2012,44.7000000000,
M,62,1,2012,45.1000000000,
M,63,1,2012,40.9000000000,
M,64,1,2012,38.3000000000,
M,65,1,2012,35.2000000000,
M,66,1,2012,26.3000000000,
M,67,1,2012,25.3000000000,
M,68,1,2012,25.1000000000,
M,69,1,2012,22.9000000000,
M,7,1,2012,23.9000000000,
M,70,1,2012,20.9000000000,
M,71,1,2012,22.8000000000,
M,72,1,2012,23.0000000000,
M,73,1,2012,22.8000000000,
M,74,1,2012,23.3000000000,
M,75,1,2012,22.2000000000,
M,76,1,2012,20.2000000000,
M,77,1,2012,18.6000000000,
M,78,1,2012,19.8000000000,
M,79,1,2012,18.3000000000,
M,8,1,2012,23.4000000000,
M,80,1,2012,16.1000000000,
M,81,1,2012,15.3000000000,
M,82,1,2012,13.4000000000,
M,83,1,2012,10.8000000000,
M,84,1,2012,9.8000000000,
M,85_and_over,1,2012,44.0000000000,
M,9,1,2012,26.0000000000,
M,zero,1,2012,26.6000000000,
,,2,2012,7171.0000000000,
,1,2,2012,52.7000000000,
,10,2,2012,51.6000000000,
,11,2,2012,50.8000000000,
,12,2,2012,61.3000000000,
,13,2,2012,60.0000000000,
,14,2,2012,64.9000000000,
,15,2,2012,76.0000000000,
,16,2,2012,79.4000000000,
,17,2,2012,85.4000000000,
,18,2,2012,87.6000000000,
,19,2,2012,86.3000000000,
,2,2,2012,52.7000000000,
,20,2,2012,87.8000000000,
,21,2,2012,85.7000000000,
,22,2,2012,93.8000000000,
,23,2,2012,93.6000000000,
,24,2,2012,97.5000000000,
,25,2,2012,93.4000000000,
,26,2,2012,98.4000000000,
,27,2,2012,107.1000000000,
,28,2,2012,108.0000000000,
,29,2,2012,114.2000000000,
,3,2,2012,51.1000000000,
,30,2,2012,114.8000000000,
,31,2,2012,110.9000000000,
,32,2,2012,117.0000000000,
,33,2,2012,113.6000000000,
,34,2,2012,111.0000000000,
,35,2,2012,108.5000000000,
,36,2,2012,108.6000000000,
,37,2,2012,110.9000000000,
,38,2,2012,116.3000000000,
,39,2,2012,115.9000000000,
,4,2,2012,54.1000000000,
,40,2,2012,116.7000000000,
,41,2,2012,109.4000000000,
,42,2,2012,120.5000000000,
,43,2,2012,113.6000000000,
,44,2,2012,117.4000000000,
,45,2,2012,112.9000000000,
,46,2,2012,114.4000000000,
,47,2,2012,125.1000000000,
,48,2,2012,130.8000000000,
,49,2,2012,139.0000000000,
,5,2,2012,55.0000000000,
,50,2,2012,136.2000000000,
,51,2,2012,120.3000000000,
,52,2,2012,137.1000000000,
,53,2,2012,123.8000000000,
,54,2,2012,131.2000000000,
,55,2,2012,122.6000000000,
,56,2,2012,118.4000000000,
,57,2,2012,111.1000000000,
,58,2,2012,105.9000000000,
,59,2,2012,96.7000000000,
,6,2,2012,54.5000000000,
,60,2,2012,94.0000000000,
,61,2,2012,86.4000000000,
,62,2,2012,90.5000000000,
,63,2,2012,87.8000000000,
,64,2,2012,78.3000000000,
,65,2,2012,74.6000000000,
,66,2,2012,61.6000000000,
,67,2,2012,49.8000000000,
,68,2,2012,49.9000000000,
,69,2,2012,45.2000000000,
,7,2,2012,42.3000000000,
,70,2,2012,41.5000000000,
,71,2,2012,38.5000000000,
,72,2,2012,45.6000000000,
,73,2,2012,43.0000000000,
,74,2,2012,47.6000000000,
,75,2,2012,46.8000000000,
,76,2,2012,43.9000000000,
,77,2,2012,40.3000000000,
,78,2,2012,38.0000000000,
,79,2,2012,42.9000000000,
,8,2,2012,49.1000000000,
,80,2,2012,35.2000000000,
,81,2,2012,32.5000000000,
,82,2,2012,34.9000000000,
,83,2,2012,25.6000000000,
,84,2,2012,25.6000000000,
,85_and_over,2,2012,140.8000000000,
,9,2,2012,51.7000000000,
,zero,2,2012,53.6000000000,
F,,2,2012,3838.9000000000,
F,1,2,2012,25.2000000000,
F,10,2,2012,24.9000000000,
F,11,2,2012,24.1000000000,
F,12,2,2012,29.4000000000,
F,13,2,2012,29.3000000000,
F,14,2,2012,31.7000000000,
F,15,2,2012,37.1000000000,
F,16,2,2012,38.6000000000,
F,17,2,2012,41.2000000000,
F,18,2,2012,42.4000000000,
F,19,2,2012,42.4000000000,
F,2,2,2012,25.4000000000,
F,20,2,2012,43.0000000000,
F,21,2,2012,42.1000000000,
F,22,2,2012,46.9000000000,
F,23,2,2012,48.2000000000,
F,24,2,2012,51.2000000000,
F,25,2,2012,51.2000000000,
F,26,2,2012,55.0000000000,
F,27,2,2012,61.5000000000,
F,28,2,2012,63.1000000000,
F,29,2,2012,67.3000000000,
F,3,2,2012,24.6000000000,
F,30,2,2012,67.5000000000,
F,31,2,2012,65.5000000000,
F,32,2,2012,69.9000000000,
F,33,2,2012,68.5000000000,
F,34,2,2012,65.7000000000,
F,35,2,2012,63.4000000000,
F,36,2,2012,63.7000000000,
F,37,2,2012,65.4000000000,
F,38,2,2012,68.6000000000,
F,39,2,2012,68.0000000000,
F,4,2,2012,26.3000000000,
F,40,2,2012,67.6000000000,
F,41,2,2012,63.7000000000,
F,42,2,2012,71.5000000000,
F,43,2,2012,66.4000000000,
F,44,2,2012,67.8000000000,
F,45,2,2012,62.6000000000,
F,46,2,2012,63.2000000000,
F,47,2,2012,69.4000000000,
F,48,2,2012,71.7000000000,
F,49,2,2012,76.8000000000,
F,5,2,2012,26.5000000000,
F,50,2,2012,73.6000000000,
F,51,2,2012,62.5000000000,
F,52,2,2012,69.8000000000,
F,53,2,2012,62.5000000000,
F,54,2,2012,66.9000000000,
F,55,2,2012,62.5000000000,
F,56,2,2012,60.1000000000,
F,57,2,2012,55.8000000000,
F,58,2,2012,53.5000000000,
F,59,2,2012,48.8000000000,
F,6,2,2012,26.1000000000,
F,60,2,2012,47.9000000000,
F,61,2,2012,43.7000000000,
F,62,2,2012,45.2000000000,
F,63,2,2012,43.7000000000,
F,64,2,2012,39.0000000000,
F,65,2,2012,37.5000000000,
F,66,2,2012,31.2000000000,
F,67,2,2012,24.8000000000,
F,68,2,2012,24.0000000000,
F,69,2,2012,21.2000000000,
F,7,2,2012,20.0000000000,
F,70,2,2012,19.6000000000,
F,71,2,2012,18.3000000000,
F,72,2,2012,22.0000000000,
F,73,2,2012,21.4000000000,
F,74,2,2012,24.3000000000,
F,75,2,2012,23.5000000000,
F,76,2,2012,23.0000000000,
F,77,2,2012,21.4000000000,
F,78,2,2012,20.4000000000,
F,79,2,2012,22.5000000000,
F,8,2,2012,24.1000000000,
F,80,2,2012,19.3000000000,
F,81,2,2012,17.8000000000,
F,82,2,2012,19.3000000000,
F,83,2,2012,14.8000000000,
F,84,2,2012,15.5000000000,
F,85_and_over,2,2012,94.4000000000,
F,9,2,2012,25.6000000000,
F,zero,2,2012,25.9000000000,
M,,2,2012,3332.1000000000,
M,1,2,2012,27.5000000000,
M,10,2,2012,26.7000000000,
M,11,2,2012,26.7000000000,
M,12,2,2012,31.9000000000,
M,13,2,2012,30.7000000000,
M,14,2,2012,33.2000000000,
M,15,2,2012,38.9000000000,
M,16,2,2012,40.8000000000,
M,17,2,2012,44.2000000000,
M,18,2,2012,45.2000000000,
M,19,2,2012,43.9000000000,
M,2,2,2012,27.3000000000,
M,20,2,2012,44.8000000000,
M,21,2,2012,43.6000000000,
M,22,2,2012,46.9000000000,
M,23,2,2012,45.4000000000,
M,24,2,2012,46.3000000000,
M,25,2,2012,42.2000000000,
M,26,2,2012,43.4000000000,
M,27,2,2012,45.6000000000,
M,28,2,2012,44.9000000000,
M,29,2,2012,46.9000000000,
M,3,2,2012,26.5000000000,
M,30,2,2012,47.3000000000,
M,31,2,2012,45.4000000000,
M,32,2,2012,47.1000000000,
M,33,2,2012,45.1000000000,
M,34,2,2012,45.3000000000,
M,35,2,2012,45.1000000000,
M,36,2,2012,44.9000000000,
M,37,2,2012,45.5000000000,
M,38,2,2012,47.7000000000,
M,39,2,2012,47.9000000000,
M,4,2,2012,27.8000000000,
M,40,2,2012,49.1000000000,
M,41,2,2012,45.7000000000,
M,42,2,2012,49.0000000000,
M,43,2,2012,47.2000000000,
M,44,2,2012,49.6000000000,
M,45,2,2012,50.3000000000,
M,46,2,2012,51.2000000000,
M,47,2,2012,55.7000000000,
M,48,2,2012,59.1000000000,
M,49,2,2012,62.2000000000,
M,5,2,2012,28.5000000000,
M,50,2,2012,62.6000000000,
M,51,2,2012,57.8000000000,
M,52,2,2012,67.3000000000,
M,53,2,2012,61.3000000000,
M,54,2,2012,64.3000000000,
M,55,2,2012,60.1000000000,
M,56,2,2012,58.3000000000,
M,57,2,2012,55.3000000000,
M,58,2,2012,52.4000000000,
M,59,2,2012,47.9000000000,
M,6,2,2012,28.4000000000,
M,60,2,2012,46.1000000000,
M,61,2,2012,42.7000000000,
M,62,2,2012,45.3000000000,
M,63,2,2012,44.1000000000,
M,64,2,2012,39.3000000000,
M,65,2,2012,37.1000000000,
M,66,2,2012,30.4000000000,
M,67,2,2012,25.0000000000,
M,68,2,2012,25.9000000000,
M,69,2,2012,24.0000000000,
M,7,2,2012,22.3000000000,
M,70,2,2012,21.9000000000,
M,71,2,2012,20.2000000000,
M,72,2,2012,23.6000000000,
M,73,2,2012,21.6000000000,
M,74,2,2012,23.3000000000,
M,75,2,2012,23.3000000000,
M,76,2,2012,20.9000000000,
M,77,2,2012,18.9000000000,
M,78,2,2012,17.6000000000,
M,79,2,2012,20.4000000000,
M,8,2,2012,25.0000000000,
M,80,2,2012,15.9000000000,
M,81,2,2012,14.7000000000,
M,82,2,2012,15.6000000000,
M,83,2,2012,10.8000000000,
M,84,2,2012,10.1000000000,
M,85_and_over,2,2012,46.4000000000,
M,9,2,2012,26.1000000000,
M,zero,2,2012,27.7000000000,
,,1,2013,7178.9000000000,
,1,1,2013,52.5000000000,
,10,1,2013,51.3000000000,
,11,1,2013,51.9000000000,
,12,1,2013,62.2000000000,
,13,1,2013,60.9000000000,
,14,1,2013,62.4000000000,
,15,1,2013,69.8000000000,
,16,1,2013,78.2000000000,
