"timestamp","status","message","run_mode","n_reps","n_workers","master_seed","data_status","scenario_id","n_rows","admission_decision","all_gates_passed","design_version"
"2026-08-10 10:53:39.327443","scenario_complete","Finished CORE_11","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_11",2500,"",,"F1.1"
"2026-08-10 10:54:21.002919","scenario_complete","Finished CORE_12","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_12",2500,"",,"F1.1"
"2026-08-10 10:55:02.854679","scenario_complete","Finished CORE_13","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_13",2500,"",,"F1.1"
"2026-08-10 10:55:46.425819","scenario_complete","Finished CORE_14","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_14",2500,"",,"F1.1"
"2026-08-10 10:56:28.453212","scenario_complete","Finished CORE_15","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_15",2500,"",,"F1.1"
"2026-08-10 10:57:11.572825","scenario_complete","Finished CORE_16","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_16",2500,"",,"F1.1"
"2026-08-10 10:57:53.246925","scenario_complete","Finished CORE_17","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_17",2500,"",,"F1.1"
"2026-08-10 10:58:36.479752","scenario_complete","Finished CORE_18","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_18",2500,"",,"F1.1"
"2026-08-10 10:59:15.620273","scenario_complete","Finished CORE_19","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_19",2500,"",,"F1.1"
"2026-08-10 10:59:53.664378","scenario_complete","Finished CORE_20","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_20",2500,"",,"F1.1"
"2026-08-10 11:00:31.136941","scenario_complete","Finished CORE_21","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_21",2500,"",,"F1.1"
"2026-08-10 11:01:08.366994","scenario_complete","Finished CORE_22","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_22",2500,"",,"F1.1"
